    Object      Image   Exp_time               RA              DEC             time       filter
330739 1775270p 387 20.0416186487 10.8728332313 57041.2529777 r.MP9601
330739 1775279p 387 20.0521456972 10.8747635098 57041.2989976 r.MP9601
330739 1778894p 287 22.2219234411 11.3075153406 57050.2477537 r.MP9601
330743 1757447p 387 26.617329721 14.6508888886 56981.2439629 r.MP9601
330743 1757469p 387 26.5995008646 14.6383015211 56981.3842555 r.MP9601
330743 1757558p 287 26.4861714447 14.5576812718 56982.2863556 r.MP9601
330743 1757598p 287 26.4671808973 14.5439443452 56982.4413804 r.MP9601
330804 1645761p 287 11.5485497988 4.22736779214 56509.5048103 r.MP9601
330804 1645774p 287 11.5509456102 4.22744173694 56509.5580506 r.MP9601
330804 1646270p 287 11.6564339695 4.2196873713 56512.4837158 r.MP9601
330804 1646280p 287 11.6574849122 4.2194394566 56512.5225198 r.MP9601
330822 1635447p 287 241.409104134 -12.4825211662 56475.3927316 r.MP9601
330822 1635787p 287 241.226979476 -12.4631850196 56477.3720622 r.MP9601
330822 1644979p 287 239.95521245 -12.560212984 56505.2549397 r.MP9601
330822 1645174p 287 239.956968593 -12.576266301 56506.3027359 r.MP9601
330822 1645700p 287 239.981107402 -12.6269507968 56509.2926595 r.MP9601
330913 1645487p 287 220.228278525 -14.7900261678 56508.2839336 r.MP9601
330944 1626168p 287 216.119662401 -13.0380101145 56423.4901268 r.MP9601
330944 1626304p 287 215.922324182 -12.9864465523 56424.493437 r.MP9601
330944 1631615p 287 211.745779501 -12.0452467342 56456.2779393 r.MP9601
330944 1631625p 287 211.743892171 -12.0452017977 56456.318382 r.MP9601
330944 1636131p 287 212.204747111 -12.5426203317 56479.3191974 r.MP9601
330944 1645171p 287 216.357114155 -14.2717012145 56506.2905269 r.MP9601
330944 1645823p 287 217.246346537 -14.602393913 56510.2593423 r.MP9601
330944 1645958p 287 217.483528249 -14.6890077549 56511.2714724 r.MP9601
330962 1671920p 287 14.7410402405 3.22144303991 56625.3132244 r.MP9601
330962 1672377p 287 14.6165324251 3.14621130541 56630.2634242 r.MP9601
330962 1672390p 287 14.6160097806 3.14579028621 56630.3156886 r.MP9601
330993 1657930p 287 15.498059578 5.73954112035 56571.4127785 r.MP9601
330993 1657951p 287 15.4808051208 5.72956702481 56571.5001428 r.MP9601
330993 1657952p 287 15.479739162 5.72895083768 56571.5055401 r.MP9601
330993 1657953p 287 15.4786545874 5.72832388946 56571.5110316 r.MP9601
330993 1657954p 287 15.4777049747 5.72777495725 56571.5158398 r.MP9601
330993 1658285p 287 14.8830875649 5.38373627167 56574.5244511 r.MP9601
330993 1671651p 287 10.5499920662 2.53353853895 56623.2751739 r.MP9601
330993 1671661p 287 10.5538305886 2.53467428153 56623.3269293 r.MP9601
330993 1672593p 287 11.3429583887 2.80353060313 56631.2218245 r.MP9601
330995 1751526p 287 27.3598748354 14.2567983386 56952.3066819 r.MP9601
330995 1751537p 287 27.351073779 14.2518287765 56952.3522046 r.MP9601
330995 1751548p 287 27.3426131559 14.2470514419 56952.3959664 r.MP9601
330995 1751549p 287 27.3415597173 14.2464566124 56952.4014153 r.MP9601
