    Object      Image   Exp_time               RA              DEC             time       filter
45323 1729019p 287 18.9031210323 6.13122898082 56862.5726235 r.MP9601
45329 1635446p 287 241.74040347 -13.2300758087 56475.388814 r.MP9601
45329 1635789p 287 241.487648802 -13.2693416319 56477.3798702 r.MP9601
45360 1635600p 287 251.050375818 -18.1439895044 56476.398113 r.MP9601
45360 1635792p 287 250.899176308 -18.2082961278 56477.39259 r.MP9601
45360 1636008p 287 250.763064977 -18.2696795956 56478.331288 r.MP9601
45360 1636037p 287 250.755529095 -18.2732276467 56478.384956 r.MP9601
45360 1636039p 287 250.754065111 -18.2739169211 56478.395382 r.MP9601
45368 1645494p 287 245.735567753 -14.8469927558 56508.3128312 r.MP9601
45393 1691925p 387 239.314905998 -13.0810480877 56713.6202221 r.MP9601
45393 1692356p 387 239.713491157 -13.0489872881 56716.6283128 r.MP9601
45393 1692654p 387 240.377166978 -12.9520912747 56722.5559354 r.MP9601
45393 1704841p 287 237.431353599 -10.3627729714 56777.3973987 r.MP9601
45393 1704854p 287 237.421050756 -10.3595676427 56777.4489129 r.MP9601
45393 1704867p 287 237.410703164 -10.3563483919 56777.5006508 r.MP9601
45394 1722367p 287 12.5577919553 4.6242240063 56833.6044934 r.MP9601
45394 1722514p 287 12.7318274393 4.71039774362 56834.6033394 r.MP9601
45400 1729486p 287 28.2638965874 13.9832791933 56864.5376248 r.MP9601
45400 1729486p 287 28.2638965874 13.9832791933 56864.5376248 r.MP9601
45400 1729497p 287 28.2695630124 13.9849701265 56864.5807976 r.MP9601
45444 1645691p 287 213.47935469 -13.8001554717 56509.2553622 r.MP9601
45493 1735250p 287 24.487205393 15.0931285141 56893.4461274 r.MP9601
45493 1735266p 287 24.4864661089 15.092266016 56893.5200558 r.MP9601
45493 1736558p 287 24.3398675416 14.9831610266 56899.4243989 r.MP9601
45493 1736587p 287 24.3355802676 14.9804231884 56899.532709 r.MP9601
45493 1741554p 287 22.7387953498 14.087274326 56918.3832497 r.MP9601
45493 1741555p 287 22.7381499009 14.0869216216 56918.3883286 r.MP9601
45493 1741565p 287 22.7331142504 14.0841699 56918.4279534 r.MP9601
45493 1742013p 287 22.0445363443 13.7070804828 56923.4688936 r.MP9601
45511 1626165p 287 215.474196942 -13.4465019689 56423.4781907 r.MP9601
45511 1626301p 287 215.301868994 -13.3841261107 56424.4804753 r.MP9601
45511 1631615p 287 211.839647731 -12.0987479815 56456.2779393 r.MP9601
45511 1631625p 287 211.838383894 -12.0982424467 56456.318382 r.MP9601
45511 1635773p 287 212.3190054 -12.2471069539 56477.3114214 r.MP9601
45511 1636131p 287 212.481413777 -12.3030983681 56479.3191974 r.MP9601
45511 1645172p 287 216.385609991 -13.6245003697 56506.2944737 r.MP9601
