    Object      Image   Exp_time               RA              DEC             time       filter
30669 1722443p 287 216.649129808 -13.8459845084 56834.3382308 r.MP9601
30722 1722739p 287 18.2789061825 5.6671525508 56835.6095012 r.MP9601
30726 1778494p 387 216.869618947 -15.0100881402 57048.6225432 r.MP9601
30755 1722897p 287 16.3676764407 6.40228623667 56836.5951006 r.MP9601
30755 1757988p 287 16.5582880214 4.26665659735 56986.3090865 r.MP9601
30758 1728797p 287 12.5823564719 3.79396612394 56861.5754007 r.MP9601
30758 1729708p 287 12.8746129826 3.85407911252 56865.5560206 r.MP9601
30758 1736298p 287 12.2306957026 3.05086467771 56897.4698044 r.MP9601
30767 1691932p 387 241.953311801 -14.0714329605 56713.6569583 r.MP9601
30767 1692664p 387 242.7910285 -14.6099816443 56722.6063219 r.MP9601
30767 1692838p 387 242.856755418 -14.6667843556 56723.5809745 r.MP9601
30774 1728417p 287 213.701147194 -13.8048500134 56856.3012217 r.MP9601
30778 1778096p 387 26.5246228396 12.8673434228 57046.2509323 r.MP9601
30778 1778105p 387 26.5421112051 12.8758957269 57046.3167193 r.MP9601
30817 1625348p 287 241.030094672 -13.6858098418 56420.438295 r.MP9601
30817 1625360p 287 241.018252231 -13.6832872724 56420.4873828 r.MP9601
30817 1625371p 287 241.007670172 -13.6810331781 56420.5312463 r.MP9601
30817 1625654p 287 240.762696769 -13.629430694 56421.5383125 r.MP9601
30817 1625929p 287 240.514976974 -13.5781869093 56422.5438641 r.MP9601
30881 1658263p 287 19.1017724391 10.3916066623 56574.4124706 r.MP9601
30881 1658264p 287 19.0982341626 10.3903107765 56574.4277164 r.MP9601
30881 1658264p 287 19.0982341626 10.3903107765 56574.4277164 r.MP9601
30881 1658265p 287 19.0973144987 10.3899739517 56574.431679 r.MP9601
30881 1658266p 287 19.0940632114 10.388783175 56574.4456881 r.MP9601
30894 1757894p 287 13.1888820169 1.51703370448 56985.2594883 r.MP9601
30894 1757982p 287 13.1607127936 1.59516434056 56986.2857859 r.MP9601
30894 1768989p 287 14.6577723883 3.9664027074 57008.2666317 r.MP9601
30895 1723393p 287 238.954969748 -13.9736012195 56839.3871415 r.MP9601
30895 1728437p 287 238.951019148 -14.0220063825 56856.3611193 r.MP9601
30916 1757439p 387 23.5838192326 14.2857756309 56981.2032641 r.MP9601
30916 1757461p 387 23.5616735738 14.2713243192 56981.3438715 r.MP9601
30916 1757548p 287 23.4217042355 14.1794018466 56982.2435175 r.MP9601
30916 1757590p 287 23.3967014189 14.1626871289 56982.4097413 r.MP9601
30952 1722737p 287 17.3091763238 6.80193962828 56835.6017126 r.MP9601
30952 1722900p 287 17.6559136097 6.92868344224 56836.6067708 r.MP9601
30962 1774677p 387 10.8574656622 3.62953421219 57039.2589707 r.MP9601
30962 1774994p 387 11.1868909816 3.81523361645 57040.2457158 r.MP9601
30986 1757097p 387 19.7885004772 13.2851694027 56980.2552326 r.MP9601
30986 1757120p 387 19.7770100236 13.2702500518 56980.3865521 r.MP9601
31035 1698694p 287 213.227587807 -11.877381311 56751.4468133 r.MP9601
31035 1698704p 287 213.220504811 -11.8733117673 56751.486624 r.MP9601
31035 1698859p 387 213.023832496 -11.7611439698 56752.57455 r.MP9601
31086 1715392p 287 215.684615883 -13.6419726726 56799.4459892 r.MP9601
31086 1715880p 287 215.227762976 -13.5228903454 56802.4381967 r.MP9601
31086 1728416p 287 214.728196539 -13.8530703303 56856.2968209 r.MP9601
31131 1751770p 287 14.4267232443 4.00028892289 56953.2876736 r.MP9601
31131 1752057p 387 14.0111812025 3.77514962073 56955.254879 r.MP9601
31131 1752076p 387 13.9924520078 3.7650093699 56955.3456872 r.MP9601
31131 1752078p 387 13.9902311309 3.7638069557 56955.3564551 r.MP9601
31131 1752107p 387 13.9695341109 3.75260129639 56955.4568043 r.MP9601
31131 1769001p 287 11.7341749624 2.17424394237 57008.3312335 r.MP9601
31172 1646288p 287 21.406770232 11.9704078428 56512.5556662 r.MP9601
31172 1646299p 287 21.4111018255 11.9730165055 56512.5993461 r.MP9601
31172 1651187p 287 22.096662923 12.7604814405 56536.5179374 r.MP9601
31172 1651197p 287 22.0948508918 12.7606216572 56536.5567666 r.MP9601
31172 1651356p 287 22.0475297965 12.7626384233 56537.4994413 r.MP9601
31172 1651368p 287 22.0447881651 12.7626812613 56537.5508469 r.MP9601
31225 1671672p 387 19.8013785527 13.3278266901 56623.3766398 r.MP9601
31225 1672401p 287 19.3869969347 12.7096580567 56630.3587052 r.MP9601
31225 1681663p 387 20.3694362319 11.5914189294 56655.2339962 r.MP9601
31228 1625356p 287 242.989375911 -12.9928268122 56420.4713937 r.MP9601
31228 1625367p 287 242.9807556 -12.9910491774 56420.5152258 r.MP9601
31228 1625378p 287 242.972136701 -12.9892718339 56420.5590507 r.MP9601
31228 1625661p 287 242.77233666 -12.9485682891 56421.5665804 r.MP9601
31228 1625936p 287 242.570069737 -12.908244228 56422.5716721 r.MP9601
31228 1630537p 287 237.301269 -12.1639262991 56447.3769883 r.MP9601
31228 1630866p 287 236.905791572 -12.1340994212 56449.3800434 r.MP9601
31281 1729259p 287 21.7440581784 13.0261219687 56863.5285628 r.MP9601
31281 1729269p 287 21.7505706226 13.031191052 56863.5701316 r.MP9601
31281 1729279p 287 21.7570946011 13.0362691132 56863.611774 r.MP9601
31312 1722365p 287 12.8277841422 2.94556409148 56833.5966782 r.MP9601
31312 1722513p 287 13.0172253018 3.04311093423 56834.5994251 r.MP9601
31312 1729013p 287 16.9264913688 5.24610350639 56862.5491672 r.MP9601
31312 1729714p 287 17.1636435471 5.41823954227 56865.57991 r.MP9601
31312 1734910p 287 17.3177677767 6.26036577014 56891.5681404 r.MP9601
31312 1734914p 387 17.3164960768 6.2605554096 56891.5882198 r.MP9601
31312 1736289p 287 16.8502342379 6.28316422923 56897.4347958 r.MP9601
31349 1722733p 287 16.2270784562 5.06909140623 56835.5861562 r.MP9601
31349 1722896p 287 16.6068497545 5.23119481895 56836.591194 r.MP9601
31349 1778100p 387 27.3081798414 13.0135111734 57046.2878527 r.MP9601
31349 1778110p 387 27.3259065766 13.0202177495 57046.3436118 r.MP9601
31386 1722736p 287 17.6608291943 5.90641624068 56835.5978274 r.MP9601
31386 1722899p 287 17.9693747216 6.04712105079 56836.6028601 r.MP9601
31386 1723121p 287 18.2678326358 6.18327929596 56837.5851217 r.MP9601
31386 1775270p 387 19.9349607198 11.3792767817 57041.2529777 r.MP9601
31386 1775279p 387 19.947232689 11.3841983527 57041.2989976 r.MP9601
31386 1778893p 287 22.4667917166 12.3813607032 57050.2437764 r.MP9601
31418 1630874p 287 240.145507224 -13.1753146192 56449.4126497 r.MP9601
31418 1635431p 287 236.219170757 -13.0837613283 56475.3283955 r.MP9601
31418 1729014p 287 17.5186994064 6.74696436318 56862.5531033 r.MP9601
31418 1729718p 287 18.0173101133 6.86362406297 56865.5956081 r.MP9601
31444 1607609p 287 211.354806234 -12.3287214368 56331.5486483 r.MP9601
31444 1607619p 287 211.364096235 -12.3331968316 56331.5880406 r.MP9601
31444 1722364p 287 14.036334789 4.60998328282 56833.5927872 r.MP9601
31444 1722507p 287 14.3070968531 4.73279573474 56834.5760372 r.MP9601
31451 1691927p 387 240.410479202 -14.699420804 56713.6303013 r.MP9601
31451 1692664p 387 243.338602746 -15.006673852 56722.6063219 r.MP9601
31471 1757086p 287 16.905516715 6.04140665208 56980.1977696 r.MP9601
31471 1757099p 287 16.8974676688 6.04254716733 56980.2650787 r.MP9601
31482 1722362p 287 13.3349063685 2.88767849037 56833.5849744 r.MP9601
31482 1722509p 287 13.5723400416 2.96749325339 56834.5838312 r.MP9601
31482 1774989p 387 15.0087958971 3.14968910525 57040.2201836 r.MP9601
31555 1626169p 287 216.180877998 -12.7592258981 56423.4940769 r.MP9601
31555 1626305p 287 215.928134174 -12.7496065864 56424.4974633 r.MP9601
