    Object      Image   Exp_time               RA              DEC             time       filter
197022 1692655p 387 238.308383853 -13.9381165454 56722.5609732 r.MP9601
197022 1698865p 387 239.131718741 -13.2045738207 56752.6063989 r.MP9601
197022 1716500p 287 229.160199658 -10.8422206812 56806.3781164 r.MP9601
197022 1716510p 287 229.1523031 -10.8413360941 56806.416952 r.MP9601
197022 1716520p 287 229.144399078 -10.8404506708 56806.4558242 r.MP9601
197036 1657922p 287 14.0138404564 3.83708196327 56571.379721 r.MP9601
197036 1657938p 287 13.9987378835 3.83611625701 56571.4441014 r.MP9601
197036 1658280p 287 13.2796482612 3.79077340364 56574.504149 r.MP9601
197036 1658281p 287 13.2785542052 3.79070627572 56574.5087963 r.MP9601
197059 1645245p 287 17.057141069 6.56344899033 56506.5435278 r.MP9601
197059 1645256p 287 17.0600597034 6.56424390295 56506.5862396 r.MP9601
197059 1650822p 287 16.899128734 6.22337313574 56534.4798507 r.MP9601
197059 1651035p 287 16.8171130719 6.17972182648 56535.4634233 r.MP9601
197059 1651051p 287 16.8114572232 6.17673451829 56535.5289984 r.MP9601
197059 1651679p 287 16.4352201356 5.98325408724 56539.43153 r.MP9601
197059 1651690p 287 16.4306476825 5.98095595325 56539.4743967 r.MP9601
197059 1651696p 287 16.4272334822 5.97923996198 56539.5064049 r.MP9601
197059 1656882p 287 12.5677862172 4.15623107221 56564.336232 r.MP9601
197059 1656883p 287 12.5668028689 4.15578100401 56564.3414418 r.MP9601
197059 1656893p 287 12.5594611553 4.15242077896 56564.3803382 r.MP9601
197059 1656903p 287 12.5520872623 4.14904582574 56564.4194052 r.MP9601
197059 1656904p 287 12.551202549 4.14864090173 56564.4240925 r.MP9601
197059 1657314p 287 11.9804476867 3.88804670583 56567.4268531 r.MP9601
197059 1658018p 287 11.0351419805 3.45928708196 56572.3587347 r.MP9601
197059 1658278p 287 10.6283925862 3.27558656881 56574.4963908 r.MP9601
197067 1722360p 287 14.2334982814 4.32664906878 56833.5771563 r.MP9601
197067 1722507p 287 14.4582949954 4.43382619566 56834.5760372 r.MP9601
197073 1768990p 287 14.5952872265 4.43252747491 57008.2705673 r.MP9601
197086 1671894p 287 13.0266164778 3.3705945785 56625.216079 r.MP9601
197086 1672372p 287 12.8664639079 3.61269537919 56630.2432467 r.MP9601
197086 1672384p 287 12.8656929261 3.6152257809 56630.2906917 r.MP9601
197086 1672612p 387 12.8510137091 3.67057198637 56631.3152958 r.MP9601
197102 1672416p 287 24.5230555952 15.2652892289 56630.4176949 r.MP9601
197102 1672417p 287 24.5227556117 15.2651386199 56630.4221391 r.MP9601
197102 1672611p 387 24.464806675 15.2355899061 56631.3092788 r.MP9601
197102 1681941p 387 25.0218563539 15.0982970545 56659.2152939 r.MP9601
197102 1681954p 287 25.027219606 15.0995387558 56659.2691509 r.MP9601
197102 1681966p 387 25.0326265513 15.100790573 56659.3234465 r.MP9601
