    Object      Image   Exp_time               RA              DEC             time       filter
183373 1768982p 287 17.1942762655 5.75967877367 57008.2389105 r.MP9601
183374 1611935p 287 217.290678485 -15.0157579769 56358.5577856 r.MP9601
183374 1611936p 287 217.2905398 -15.0157276178 56358.5627534 r.MP9601
183374 1611948p 287 217.289088737 -15.0154099724 56358.6147318 r.MP9601
183374 1616201p 287 213.824050541 -13.9515633576 56388.6149863 r.MP9601
183374 1616502p 287 213.472777679 -13.8363535274 56390.4157936 r.MP9601
183392 1722735p 287 17.7118413713 5.01907783759 56835.5939185 r.MP9601
183392 1722899p 287 18.0551379175 5.1621821677 56836.6028601 r.MP9601
183401 1615943p 287 216.565587729 -13.2347316721 56386.562711 r.MP9601
183408 1636038p 287 271.817507311 -25.2928613319 56478.389243 r.MP9601
183419 1774681p 387 14.7008013502 4.57287560921 57039.2793592 r.MP9601
183438 1728791p 287 15.1709635013 4.77543776415 56861.5519312 r.MP9601
183438 1729711p 287 15.7085095738 4.88813514172 56865.5680766 r.MP9601
183438 1734906p 287 17.1899563457 4.68478120837 56891.5526193 r.MP9601
183438 1734909p 287 17.1897623345 4.68430264728 56891.5642599 r.MP9601
183438 1736284p 287 16.9831384706 4.39723111015 56897.4144781 r.MP9601
183440 1722362p 287 13.778112971 2.50546619689 56833.5849744 r.MP9601
183440 1722509p 287 14.0013258371 2.57691026284 56834.5838312 r.MP9601
183445 1729256p 287 22.8270194055 13.1532819974 56863.5168284 r.MP9601
183445 1729266p 287 22.831981543 13.155544824 56863.5581795 r.MP9601
183445 1729276p 287 22.8369962986 13.1578316454 56863.5999692 r.MP9601
183445 1735249p 287 24.346259548 13.9818270909 56893.4422473 r.MP9601
183445 1735265p 287 24.3443805093 13.9816217314 56893.5161767 r.MP9601
183445 1741553p 287 22.0749132159 13.2010246767 56918.3793141 r.MP9601
183445 1741564p 287 22.0680750565 13.1983291625 56918.4240323 r.MP9601
183445 1742015p 287 21.2471366396 12.8673457247 56923.4766878 r.MP9601
183462 1626166p 287 215.270447463 -12.425638487 56423.4821748 r.MP9601
183462 1626302p 287 215.071194399 -12.3823328927 56424.4844259 r.MP9601
183462 1631615p 287 211.349394649 -11.8528263618 56456.2779393 r.MP9601
183462 1631625p 287 211.348518389 -11.8533993012 56456.318382 r.MP9601
183462 1635773p 287 212.170882623 -12.5620964514 56477.3114214 r.MP9601
183462 1636130p 287 212.377338938 -12.6694621397 56479.3153185 r.MP9601
183462 1645171p 287 216.956497492 -14.6115228542 56506.2905269 r.MP9601
183462 1645480p 287 217.40353275 -14.7805734099 56508.2557964 r.MP9601
183462 1645958p 287 218.115718944 -15.0451665824 56511.2714724 r.MP9601
183462 1646177p 287 218.353394729 -15.1320677449 56512.2498257 r.MP9601
183462 1646178p 287 218.354346631 -15.1324146748 56512.2537044 r.MP9601
183467 1757448p 387 26.4067345253 15.7974513335 56981.2490286 r.MP9601
183467 1757470p 387 26.3818952504 15.7944511387 56981.3892974 r.MP9601
183467 1757559p 287 26.224014754 15.7753383723 56982.2904248 r.MP9601
183467 1757599p 287 26.1974990575 15.7721126185 56982.445261 r.MP9601
183469 1729015p 287 18.25852443 4.43761807258 56862.5569867 r.MP9601
183469 1768986p 287 16.9060213545 4.46999516206 57008.2548593 r.MP9601
183481 1722363p 287 13.3046062626 3.54370423117 56833.5888678 r.MP9601
183481 1722510p 287 13.5323817285 3.66413673206 56834.5877135 r.MP9601
183481 1729017p 287 18.390858073 6.47526847268 56862.5647947 r.MP9601
183481 1729720p 287 18.7109996264 6.70763907896 56865.603386 r.MP9601
183508 1630539p 287 238.071110536 -12.8666500263 56447.3849994 r.MP9601
183508 1630868p 287 237.682550565 -12.782412419 56449.3883813 r.MP9601
183519 1645495p 287 245.446321578 -13.7463537455 56508.316761 r.MP9601
183519 1646367p 287 245.987425345 -14.0961060725 56513.2779222 r.MP9601
183545 1645691p 287 213.979091641 -13.7720984585 56509.2553622 r.MP9601
183549 1723395p 287 241.605228386 -10.8241773281 56839.3949025 r.MP9601
183549 1728433p 287 241.178540744 -10.7539686334 56856.3450393 r.MP9601
183551 1698695p 287 218.903621086 -15.3842502813 56751.4508594 r.MP9601
183551 1698705p 287 218.897645313 -15.3836195052 56751.4906979 r.MP9601
183551 1698860p 387 218.731630502 -15.3657320347 56752.5797488 r.MP9601
183557 1705082p 287 244.654455277 -13.6338528494 56778.4217355 r.MP9601
183557 1705095p 287 244.646463832 -13.6311390434 56778.473155 r.MP9601
183557 1705109p 287 244.637062187 -13.6279463489 56778.5336481 r.MP9601
183557 1705566p 287 244.173819947 -13.475957761 56781.4156194 r.MP9601
183557 1705579p 287 244.165432919 -13.4733092258 56781.4660677 r.MP9601
183557 1705592p 287 244.157005807 -13.4706480327 56781.516757 r.MP9601
183557 1715413p 287 240.785999822 -12.5856580898 56799.5296851 r.MP9601
183557 1715418p 287 240.782069227 -12.5847974964 56799.549545 r.MP9601
183557 1721601p 287 235.549619169 -11.8272029617 56830.3448897 r.MP9601
183557 1721612p 287 235.544601105 -11.8271315302 56830.3877486 r.MP9601
183557 1728609p 287 234.186628196 -12.3234277039 56857.3458189 r.MP9601
183567 1774991p 387 12.0981300621 3.17738722154 57040.2304544 r.MP9601
183576 1734908p 287 16.0846393351 4.02711859978 56891.5603804 r.MP9601
183584 1722514p 287 12.4340228455 4.55919036321 56834.6033394 r.MP9601
183596 1681942p 387 11.4508524383 2.40633929778 56659.2206159 r.MP9601
183603 1672382p 287 15.5437418537 5.40433694865 56630.2829213 r.MP9601
183603 1672395p 287 15.54389403 5.40856889889 56630.335096 r.MP9601
183603 1672602p 287 15.5487687742 5.48438896613 56631.2609281 r.MP9601
183604 1635776p 287 213.881899571 -12.3427316844 56477.3231442 r.MP9601
183604 1636137p 287 214.148299629 -12.3743462695 56479.3431298 r.MP9601
183604 1645488p 287 220.238632579 -13.686970311 56508.287888 r.MP9601
183605 1722361p 287 14.8546739745 5.48389287554 56833.5810826 r.MP9601
183605 1722731p 287 15.5708676814 5.78592176632 56835.5783673 r.MP9601
183605 1722894p 287 15.9281258458 5.93619551835 56836.5834336 r.MP9601
183631 1729482p 287 26.2169189001 15.0813366972 56864.5219441 r.MP9601
183631 1729493p 287 26.2280363611 15.0855924135 56864.5649795 r.MP9601
183631 1729504p 287 26.2392399083 15.0898810832 56864.608348 r.MP9601
183631 1751525p 287 26.4127833735 13.9059148112 56952.3027336 r.MP9601
183631 1751536p 287 26.402222113 13.8998617146 56952.3483218 r.MP9601
183631 1751547p 287 26.3920829896 13.8940505624 56952.3920878 r.MP9601
183631 1751812p 387 26.1412772349 13.7496788207 56953.4764163 r.MP9601
183631 1752114p 387 25.6771671634 13.4789457466 56955.4923615 r.MP9601
183725 1672615p 387 9.37644207915 1.65951940348 56631.3356268 r.MP9601
183725 1672616p 387 9.37701618104 1.66002019551 56631.3424818 r.MP9601
183725 1672745p 387 9.45076125602 1.72363470568 56632.2046896 r.MP9601
183752 1657932p 287 16.7151573925 5.33863595558 56571.4207897 r.MP9601
183752 1658288p 287 15.8826824934 5.21624513082 56574.5388558 r.MP9601
183761 1625354p 287 241.602764559 -11.645838184 56420.4632727 r.MP9601
183761 1625365p 287 241.593212587 -11.6443348026 56420.5072741 r.MP9601
183761 1625376p 287 241.583700421 -11.6428376863 56420.5510921 r.MP9601
183761 1625659p 287 241.363168987 -11.6087315028 56421.5584016 r.MP9601
183761 1625934p 287 241.139694504 -11.575253854 56422.563749 r.MP9601
183761 1630187p 287 236.032516821 -11.1465798645 56444.3920443 r.MP9601
183761 1630188p 287 236.03103419 -11.1465594656 56444.3987203 r.MP9601
183761 1630309p 287 235.810294216 -11.1441685347 56445.398655 r.MP9601
183767 1775264p 387 19.2950402515 9.18839283926 57041.2222067 r.MP9601
183767 1775273p 387 19.3129750385 9.19498688828 57041.2683907 r.MP9601
183776 1671656p 287 13.2079085073 2.45328463166 56623.3001958 r.MP9601
183776 1671666p 287 13.205981823 2.45490304647 56623.3464362 r.MP9601
183776 1671893p 287 13.1383333578 2.52415821302 56625.2121203 r.MP9601
183776 1672201p 287 13.077778015 2.70525661378 56629.222412 r.MP9601
183776 1672371p 287 13.0807447522 2.75789939771 56630.2393703 r.MP9601
183776 1672383p 287 13.0811401272 2.76045615599 56630.2868153 r.MP9601
183776 1672617p 387 13.0922991657 2.81839996553 56631.3477222 r.MP9601
183776 1672618p 387 13.0923746835 2.81868245789 56631.3527567 r.MP9601
183776 1672749p 387 13.10717338 2.86838493766 56632.2262243 r.MP9601
183776 1672750p 387 13.1072866537 2.86868280529 56632.2312587 r.MP9601
183776 1672754p 387 13.1076820463 2.86972254156 56632.2488317 r.MP9601
183776 1672758p 387 13.1084705542 2.87179602518 56632.2838765 r.MP9601
183776 1672759p 387 13.1085838365 2.87209391565 56632.2889113 r.MP9601
183776 1672780p 387 13.1097985842 2.8752882524 56632.3429 r.MP9601
183776 1672810p 387 13.1110035765 2.87845693575 56632.3964553 r.MP9601
183790 1651338p 287 25.1243718946 12.8949223443 56537.4291309 r.MP9601
183790 1651349p 287 25.1218379288 12.8950541345 56537.4722622 r.MP9601
183790 1651493p 287 25.0613268582 12.8969156665 56538.4481996 r.MP9601
183790 1651505p 287 25.0582573001 12.8969415699 56538.4948258 r.MP9601
183834 1616722p 287 237.626723006 -12.9998288895 56391.5394098 r.MP9601
183834 1616918p 287 237.517559964 -12.9337219682 56392.5085057 r.MP9601
183834 1616928p 287 237.512895951 -12.930949378 56392.5489159 r.MP9601
183838 1671731p 387 23.7990138878 12.8761949365 56624.2920804 r.MP9601
183838 1671901p 387 23.6881024665 12.8296872248 56625.2492662 r.MP9601
183838 1672409p 287 23.1958273502 12.6148977237 56630.3904511 r.MP9601
183838 1681670p 287 23.2838295416 12.4551706703 56655.2635904 r.MP9601
183838 1681856p 387 23.3771896729 12.4812751894 56656.3691284 r.MP9601
183838 1681948p 287 23.6528561592 12.5615934638 56659.2454555 r.MP9601
183838 1681960p 287 23.6577995697 12.5630712558 56659.2925356 r.MP9601
183838 1682228p 287 23.756057052 12.5925207739 56660.2154941 r.MP9601
183838 1682238p 287 23.7607774439 12.5939469098 56660.2579246 r.MP9601
183838 1682251p 387 23.7680616186 12.5961476218 56660.3234003 r.MP9601
183843 1671669p 387 20.6362473286 13.7816017109 56623.3613715 r.MP9601
183843 1672401p 287 20.0948862595 13.3340604598 56630.3587052 r.MP9601
183843 1681683p 387 20.6961903931 12.7297228892 56655.2917667 r.MP9601
183843 1681943p 287 21.1207648522 12.7721252382 56659.2259082 r.MP9601
183843 1681955p 287 21.126406317 12.7728590873 56659.2730842 r.MP9601
183843 1681971p 387 21.135857258 12.774088478 56659.3521164 r.MP9601
183843 1682232p 387 21.2422854267 12.7883486357 56660.2316167 r.MP9601
183851 1751786p 287 16.5279312618 6.48828001848 56953.3523697 r.MP9601
183852 1728412p 287 211.173110234 -11.0679425266 56856.2797859 r.MP9601
183852 1728421p 287 211.177163193 -11.0721780518 56856.3173423 r.MP9601
183869 1657653p 287 14.0868114266 2.98820301854 56570.3673461 r.MP9601
183869 1657921p 287 13.8478219156 2.90493113491 56571.3758375 r.MP9601
183869 1657921p 287 13.8478219156 2.90493113491 56571.3758375 r.MP9601
183869 1657937p 287 13.8325312952 2.89963754002 56571.4402191 r.MP9601
183869 1658019p 287 13.6136124645 2.82389651673 56572.3626188 r.MP9601
183869 1658269p 287 13.1164973241 2.65307645304 56574.4602226 r.MP9601
183869 1658270p 287 13.1153145535 2.65267247858 56574.4652202 r.MP9601
183873 1651338p 287 25.2662698966 13.3500928849 56537.4291309 r.MP9601
183873 1651349p 287 25.2632147605 13.3511352255 56537.4722622 r.MP9601
183873 1651493p 287 25.1909111128 13.3735998807 56538.4481996 r.MP9601
183873 1651505p 287 25.1872781547 13.374610115 56538.4948258 r.MP9601
183890 1671722p 387 21.5996503596 11.823569761 56624.2307323 r.MP9601
183890 1672405p 287 21.2431999933 11.6401532194 56630.3743212 r.MP9601
183890 1681666p 287 22.6374904779 11.9434774048 56655.2469916 r.MP9601
183890 1681667p 287 22.6381768012 11.9436927219 56655.2518362 r.MP9601
183890 1681850p 287 22.7940399216 11.9926296301 56656.3381238 r.MP9601
183890 1681851p 287 22.7947298561 11.9928466151 56656.3428013 r.MP9601
183890 1681948p 287 23.2452880344 12.1364242925 56659.2454555 r.MP9601
183890 1681960p 287 23.2530954843 12.1389352311 56659.2925356 r.MP9601
183890 1682228p 287 23.4073200314 12.1886385611 56660.2154941 r.MP9601
183890 1682238p 287 23.4145862527 12.1909958105 56660.2579246 r.MP9601
183890 1682251p 387 23.4257989709 12.1946333509 56660.3234003 r.MP9601
183894 1635447p 287 242.060343384 -12.921575812 56475.3927316 r.MP9601
