    Object      Image   Exp_time               RA              DEC             time       filter
45 1691925p 387 239.319945057 -13.2313820379 56713.6202221 r.MP9601
45 1692359p 387 240.023916401 -13.2058069495 56716.6434611 r.MP9601
45 1692661p 387 241.275948481 -13.1111807331 56722.5912076 r.MP9601
45 1692835p 387 241.463581662 -13.0900460278 56723.5658556 r.MP9601
45 1692847p 387 241.47515432 -13.0886785803 56723.626631 r.MP9601
37 1729014p 287 17.1396471065 6.38404673377 56862.5531033 r.MP9601
37 1729718p 287 17.6704292016 6.63975244323 56865.5956081 r.MP9601
37 1775265p 387 18.5039010291 10.0535127364 57041.2273846 r.MP9601
37 1775274p 387 18.5193120799 10.0598026998 57041.2735025 r.MP9601
37 1778894p 287 21.6564698831 11.3219665723 57050.2477537 r.MP9601
41 1729021p 287 24.1164572011 7.11675738462 56862.5805761 r.MP9601
45 1691925p 387 239.319945057 -13.2313820379 56713.6202221 r.MP9601
45 1692359p 387 240.023916401 -13.2058069495 56716.6434611 r.MP9601
45 1692661p 387 241.275948481 -13.1111807331 56722.5912076 r.MP9601
45 1692835p 387 241.463581662 -13.0900460278 56723.5658556 r.MP9601
45 1692847p 387 241.47515432 -13.0886785803 56723.626631 r.MP9601
55 1722732p 287 16.6158079965 4.63467183346 56835.5822479 r.MP9601
55 1722896p 287 16.9286108235 4.78843976084 56836.591194 r.MP9601
55 1751558p 287 20.7058794765 12.2634678876 56952.4370775 r.MP9601
55 1751568p 287 20.6967080884 12.2622516103 56952.4765244 r.MP9601
55 1751578p 287 20.6876671797 12.2610526367 56952.51541 r.MP9601
55 1751804p 387 20.4743470983 12.2325453771 56953.4360415 r.MP9601
57 1692357p 387 237.854421518 -13.2592848165 56716.6333795 r.MP9601
65 1716495p 287 230.023132606 -13.0257363955 56806.3587044 r.MP9601
65 1716505p 287 230.016658252 -13.0243120376 56806.3975505 r.MP9601
65 1716515p 287 230.010186071 -13.0228881578 56806.4363836 r.MP9601
65 1716737p 287 229.837786735 -12.9852284862 56807.4779488 r.MP9601
65 1716956p 287 229.688339963 -12.9531951296 56808.3942889 r.MP9601
88 1778903p 287 25.1639158773 14.589200075 57050.2832798 r.MP9601
94 1645757p 287 12.0881991371 3.8747661216 56509.4892643 r.MP9601
94 1645769p 287 12.0888048151 3.87644856036 56509.5377185 r.MP9601
94 1646267p 287 12.1025931481 3.9708438582 56512.4720556 r.MP9601
94 1646277p 287 12.1024637456 3.97198691385 56512.5108763 r.MP9601
125 1645245p 287 17.6000135819 6.46920325661 56506.5435278 r.MP9601
125 1645256p 287 17.6039110267 6.46951173017 56506.5862396 r.MP9601
125 1651681p 287 17.4694550458 5.3095325005 56539.4392888 r.MP9601
125 1651698p 287 17.4619021304 5.30376898103 56539.5141937 r.MP9601
125 1656890p 287 13.568103596 2.8482729994 56564.3686995 r.MP9601
125 1656900p 287 13.5605165532 2.84392828261 56564.4076074 r.MP9601
125 1657308p 287 12.9715034851 2.50954514615 56567.4020833 r.MP9601
125 1657359p 287 12.7818822163 2.40296671617 56568.357406 r.MP9601
125 1657385p 287 12.7698169356 2.39620476291 56568.4181119 r.MP9601
125 1657475p 287 12.5586171354 2.278216974 56569.4797466 r.MP9601
125 1657477p 287 12.5565550676 2.27706946348 56569.4901001 r.MP9601
125 1657477p 287 12.5565550676 2.27706946348 56569.4901001 r.MP9601
125 1658273p 287 11.5678678865 1.73163889481 56574.476943 r.MP9601
140 1645488p 287 219.934617313 -13.1782543775 56508.287888 r.MP9601
140 1768981p 287 20.7924100439 4.70973581442 57008.2346839 r.MP9601
144 1635780p 287 214.322888576 -11.3397413454 56477.3389911 r.MP9601
144 1636138p 287 214.371391072 -11.4149837855 56479.3471037 r.MP9601
144 1645482p 287 217.316149629 -13.1541867692 56508.2636027 r.MP9601
144 1645959p 287 217.840221167 -13.3930961745 56511.2754166 r.MP9601
144 1646175p 287 218.016008368 -13.4714920701 56512.2419371 r.MP9601
144 1646179p 287 218.018936849 -13.4727892198 56512.2577668 r.MP9601
149 1646581p 287 14.054509121 5.68848021006 56515.5075537 r.MP9601
149 1650809p 287 14.0638595213 5.46254612674 56534.4239621 r.MP9601
149 1651026p 287 13.984735437 5.41648720611 56535.4281748 r.MP9601
149 1651037p 287 13.9811512939 5.41443229739 56535.4711845 r.MP9601
149 1651842p 287 13.4742920909 5.13770959584 56540.4105408 r.MP9601
149 1651852p 287 13.4695387607 5.13520897767 56540.4493434 r.MP9601
150 1774682p 387 14.9785189824 5.9381860919 57039.2876821 r.MP9601
175 1691681p 287 214.810330008 -14.0455837662 56712.5973394 r.MP9601
175 1691916p 287 214.808898679 -14.0547200802 56713.5803964 r.MP9601
175 1692335p 287 214.776587462 -14.0730347312 56716.5283355 r.MP9601
175 1698184p 287 212.597949169 -13.629414775 56743.4206627 r.MP9601
175 1698313p 287 212.456435727 -13.5923950251 56744.4218964 r.MP9601
175 1698323p 287 212.450778053 -13.5909081775 56744.4612541 r.MP9601
195 1667917p 387 24.9367649138 15.1845435506 56597.5306697 r.MP9601
209 1658160p 287 25.2445892945 14.94554845 56573.5287541 r.MP9601
209 1667553p 287 20.8857746787 13.8797350525 56595.3728177 r.MP9601
209 1667761p 287 20.7003382834 13.8266154041 56596.3636505 r.MP9601
219 1616943p 287 242.631059891 -13.6111062861 56392.6092655 r.MP9601
219 1617915p 287 241.917912869 -12.5274935487 56401.4721528 r.MP9601
219 1617928p 287 241.911988032 -12.5206509859 56401.5250138 r.MP9601
225 1729486p 287 28.3119919407 14.4103674316 56864.5376248 r.MP9601
225 1729497p 287 28.320014879 14.4101515678 56864.5807976 r.MP9601
248 1645162p 287 213.800709285 -13.9382192244 56506.2546339 r.MP9601
248 1645694p 287 214.749576179 -14.1833747114 56509.2671632 r.MP9601
250 1752114p 387 26.050910798 12.9503965994 56955.4923615 r.MP9601
250 1757093p 387 21.1307247862 12.6287504609 56980.2332227 r.MP9601
250 1757116p 387 21.1109411512 12.6281962974 56980.366222 r.MP9601
250 1757541p 287 20.8441336091 12.6226976536 56982.2147412 r.MP9601
250 1757582p 287 20.8217380252 12.6224270121 56982.3771261 r.MP9601
252 1768980p 500 10.0905350555 2.78508408278 57008.2293569 r.MP9601
252 1768993p 500 10.0973709596 2.78599869048 57008.2861256 r.MP9601
252 1774674p 387 15.7119465121 4.23557897661 57039.2436666 r.MP9601
252 1774684p 387 15.7247304167 4.23954613521 57039.2979699 r.MP9601
253 1607611p 287 211.143779412 -10.4211089884 56331.5564046 r.MP9601
253 1607622p 287 211.147987026 -10.420991018 56331.6035928 r.MP9601
261 1774995p 387 12.4102403642 1.94595559952 57040.2508336 r.MP9601
275 1630545p 287 240.312835723 -13.2679393039 56447.4093001 r.MP9601
275 1630874p 287 239.906563925 -13.2455471968 56449.4126497 r.MP9601
280 1728791p 287 15.3508830345 4.36579803717 56861.5519312 r.MP9601
280 1729711p 287 15.7206730492 4.59660414865 56865.5680766 r.MP9601
281 1611934p 287 216.647804503 -12.8881914969 56358.5537673 r.MP9601
281 1611947p 287 216.645473526 -12.8887782055 56358.6108524 r.MP9601
281 1615911p 287 212.615746441 -12.3686935109 56386.433763 r.MP9601
281 1615921p 287 212.606235078 -12.3668576883 56386.4743087 r.MP9601
281 1615931p 287 212.596769498 -12.3650307024 56386.5146593 r.MP9601
281 1616092p 287 212.350396076 -12.3172428492 56387.5531294 r.MP9601
281 1616093p 287 212.349463156 -12.3170611326 56387.5570233 r.MP9601
281 1616196p 287 212.098307161 -12.2676315625 56388.5949792 r.MP9601
281 1616322p 287 211.897678269 -12.2277316324 56389.4110456 r.MP9601
281 1616333p 287 211.886826539 -12.2255673658 56389.4548173 r.MP9601
281 1616497p 287 211.651919324 -12.178496771 56390.3956919 r.MP9601
281 1616509p 287 211.639887007 -12.1760704194 56390.4434234 r.MP9601
281 1616520p 287 211.628492818 -12.1737727482 56390.4886235 r.MP9601
281 1616687p 287 211.39995889 -12.1274086692 56391.3900468 r.MP9601
281 1616698p 287 211.388923697 -12.1251524253 56391.4332514 r.MP9601
281 1616709p 287 211.377894243 -12.1228973548 56391.4764336 r.MP9601
299 1715378p 287 210.891308541 -13.3653046201 56799.3893833 r.MP9601
299 1715380p 287 210.889943465 -13.3647119206 56799.3977838 r.MP9601
327 1735251p 287 25.7952082953 13.4274171381 56893.4500091 r.MP9601
327 1735267p 287 25.7949002649 13.4312367154 56893.5239364 r.MP9601
327 1736559p 287 25.6578696701 13.6995520594 56899.4282795 r.MP9601
327 1736588p 287 25.6532213123 13.7037942501 56899.5365908 r.MP9601
327 1736588p 287 25.6532213123 13.7037942501 56899.5365908 r.MP9601
327 1741551p 287 23.7431531762 14.0469917542 56918.3715142 r.MP9601
327 1741562p 287 23.7361205285 14.0468305118 56918.416166 r.MP9601
327 1742010p 287 22.8785771636 14.0010902399 56923.4542479 r.MP9601
331 1611932p 287 216.155942973 -14.758662564 56358.5455468 r.MP9601
331 1611945p 287 216.15345807 -14.7592519322 56358.6028907 r.MP9601
332 1722736p 287 17.7757068859 5.75257261533 56835.5978274 r.MP9601
332 1722899p 287 18.0639841858 5.87233924263 56836.6028601 r.MP9601
332 1723121p 287 18.3430406699 5.98803370581 56837.5851217 r.MP9601
374 1756822p 387 45.6214277106 14.6168592052 56978.2865738 r.MP9601
374 1756844p 387 45.5987202653 14.6060720355 56978.395352 r.MP9601
374 1756869p 387 45.5749654511 14.5947873134 56978.5091475 r.MP9601
374 1757105p 500 45.203725784 14.4182187291 56980.3003207 r.MP9601
374 1757800p 500 44.3758913106 14.0229231315 56984.4227796 r.MP9601
393 1774993p 387 11.6026036452 4.3443075293 57040.2406386 r.MP9601
456 1672412p 287 23.9101189251 13.515469755 56630.4021547 r.MP9601
456 1672608p 387 23.8573275328 13.4346881119 56631.2941337 r.MP9601
456 1681670p 287 24.0134286775 11.9919458488 56655.2635904 r.MP9601
456 1681856p 387 24.0906656105 11.9589858072 56656.3691284 r.MP9601
474 1722740p 287 18.5583093628 6.51643827737 56835.6133812 r.MP9601
482 1651055p 287 13.5009301152 4.48399138101 56535.5452209 r.MP9601
482 1651065p 287 13.4974062131 4.4795103698 56535.5843754 r.MP9601
482 1651066p 287 13.4969976879 4.47899088708 56535.5889146 r.MP9601
482 1651165p 287 13.4190513648 4.38165664678 56536.4310383 r.MP9601
482 1651175p 287 13.4153627914 4.37712681979 56536.4698654 r.MP9601
482 1651841p 287 13.0069980193 3.89993977712 56540.4066596 r.MP9601
482 1651851p 287 13.0026162728 3.89505679767 56540.4454647 r.MP9601
501 1646434p 287 24.1345151279 14.9504955407 56513.506855 r.MP9601
501 1646445p 287 24.136722168 14.9571528418 56513.5502722 r.MP9601
546 1667561p 287 22.4538084217 13.0506406784 56595.4038982 r.MP9601
546 1667588p 287 22.4331329655 13.0501164196 56595.4825371 r.MP9601
546 1667907p 387 21.9132505828 13.0365218051 56597.4800626 r.MP9601
557 1729486p 287 28.1677980798 14.4091059867 56864.5376248 r.MP9601
557 1729497p 287 28.1772241329 14.4133393158 56864.5807976 r.MP9601
557 1751524p 287 26.1214333432 15.2601708968 56952.2987263 r.MP9601
557 1751535p 287 26.110366517 15.2560311546 56952.3444412 r.MP9601
