    Object      Image   Exp_time               RA              DEC             time       filter
344033 1657930p 287 15.7482438288 5.46310377507 56571.4127785 r.MP9601
344033 1657951p 287 15.7299701209 5.45317821528 56571.5001428 r.MP9601
344033 1657952p 287 15.7288411941 5.45256502663 56571.5055401 r.MP9601
344033 1657953p 287 15.7276925517 5.45194112925 56571.5110316 r.MP9601
344033 1657954p 287 15.7266868438 5.45139486825 56571.5158398 r.MP9601
344033 1658285p 287 15.0965523015 5.1101523285 56574.5244511 r.MP9601
344069 1691927p 387 239.985916216 -14.6428888415 56713.6303013 r.MP9601
344069 1705080p 287 241.635938782 -13.9406212585 56778.413836 r.MP9601
344069 1705093p 287 241.624561679 -13.9390071811 56778.4652579 r.MP9601
344069 1705107p 287 241.611583599 -13.9371659719 56778.5239159 r.MP9601
344069 1705563p 287 240.952942952 -13.847272684 56781.4037688 r.MP9601
344069 1705565p 287 240.951079874 -13.8470295308 56781.4116549 r.MP9601
344069 1705576p 287 240.940975734 -13.8457108247 56781.4544237 r.MP9601
344069 1705578p 287 240.939141761 -13.8454714703 56781.4621866 r.MP9601
344069 1705589p 287 240.929006707 -13.8441487295 56781.5050862 r.MP9601
344069 1705591p 287 240.927166008 -13.8439084972 56781.5128776 r.MP9601
344069 1716717p 287 234.240620723 -13.2796827918 56807.405678 r.MP9601
344069 1716967p 287 233.994066959 -13.2731778234 56808.4279918 r.MP9601
344069 1717104p 287 233.783462958 -13.2687704406 56809.3161724 r.MP9601
344069 1717115p 287 233.77333828 -13.2686022965 56809.3594095 r.MP9601
344069 1717126p 287 233.763284745 -13.2684353338 56809.4023427 r.MP9601
344265 1691905p 287 212.272066479 -13.2299579991 56713.5319422 r.MP9601
344265 1692179p 287 212.324016988 -13.1743069701 56715.6428086 r.MP9601
344306 1691684p 287 216.414776096 -14.8487322064 56712.6089857 r.MP9601
344306 1691919p 287 216.45015147 -14.8483443832 56713.5920441 r.MP9601
344306 1692338p 287 216.517391861 -14.8338332078 56716.5400151 r.MP9601
344306 1698317p 287 214.234794494 -13.6615757579 56744.4377883 r.MP9601
344306 1698327p 287 214.228120395 -13.6586673699 56744.4768562 r.MP9601
344306 1698829p 387 212.722321973 -13.0073351298 56752.4024644 r.MP9601
344319 1692343p 387 243.01288961 -11.3577811696 56716.5627527 r.MP9601
344446 1671920p 287 14.746492691 3.52486916028 56625.3132244 r.MP9601
344446 1672377p 287 14.5045301545 3.60215466991 56630.2634242 r.MP9601
344446 1672390p 287 14.5027008987 3.60324351266 56630.3156886 r.MP9601
344494 1778492p 387 221.278210851 -15.4531434792 57048.612292 r.MP9601
344525 1691679p 287 215.937563384 -14.0340441149 56712.5895136 r.MP9601
344525 1691914p 287 215.9822472 -14.0390520131 56713.5724831 r.MP9601
344525 1692333p 287 216.073744851 -14.0392312537 56716.5205759 r.MP9601
344525 1698317p 287 213.72010363 -12.9341973658 56744.4377883 r.MP9601
344525 1698327p 287 213.712973739 -12.93129983 56744.4768562 r.MP9601
344539 1691680p 287 217.586179931 -14.1129452435 56712.5934583 r.MP9601
344539 1691683p 287 217.586898267 -14.1135373852 56712.605107 r.MP9601
344539 1691915p 287 217.642231078 -14.1616301742 56713.5763922 r.MP9601
344539 1691918p 287 217.642863421 -14.1622020605 56713.5881567 r.MP9601
344539 1692337p 287 217.767586603 -14.2968222537 56716.5361046 r.MP9601
344554 1715394p 287 214.53635271 -13.3707173356 56799.4537751 r.MP9601
344554 1716269p 287 213.558795956 -12.7482547034 56805.3933612 r.MP9601
344605 1705573p 287 243.017067088 -14.2552309086 56781.4427842 r.MP9601
344605 1705586p 287 243.00770256 -14.2519620923 56781.4932896 r.MP9601
344605 1705599p 287 242.997977125 -14.248567296 56781.5457413 r.MP9601
344605 1715688p 287 238.566743899 -13.0966340715 56801.4431354 r.MP9601
344605 1715896p 287 238.317270141 -13.0491075469 56802.5045403 r.MP9601
344605 1721594p 287 233.578982043 -12.717323033 56830.3176255 r.MP9601
344605 1721605p 287 233.575696203 -12.7183111661 56830.3604843 r.MP9601
344818 1692357p 387 238.218970752 -13.6530646736 56716.6333795 r.MP9601
344818 1692657p 387 239.704852494 -13.5973867338 56722.5710502 r.MP9601
344818 1728594p 287 230.263553634 -11.1226922661 56857.2860573 r.MP9601
344826 1698322p 287 212.221108767 -10.7536669103 56744.4572681 r.MP9601
344830 1715407p 287 244.343380342 -17.8354314765 56799.5062899 r.MP9601
344856 1698863p 387 237.756601989 -13.8357846909 56752.5954672 r.MP9601
344856 1698864p 387 237.756471172 -13.8360608598 56752.6012813 r.MP9601
344914 1698319p 287 215.480602788 -12.2770770004 56744.4455744 r.MP9601
344914 1698329p 287 215.475834043 -12.2741907972 56744.4846358 r.MP9601
344914 1698687p 287 214.465866034 -11.7055640135 56751.4191601 r.MP9601
344914 1698697p 287 214.459234437 -11.7020315499 56751.4586535 r.MP9601
344914 1698835p 387 214.293278948 -11.6140391675 56752.4330061 r.MP9601
344914 1698836p 387 214.292237216 -11.6134899208 56752.4390161 r.MP9601
344914 1698844p 387 214.285825196 -11.6101092247 56752.4760085 r.MP9601
344914 1698851p 387 214.276245881 -11.6050585919 56752.5312738 r.MP9601
344944 1715383p 287 212.196042568 -11.164389545 56799.4095077 r.MP9601
344944 1716264p 287 211.213295195 -10.950625018 56805.3738526 r.MP9601
345038 1716499p 287 229.801822745 -11.2469819715 56806.3742324 r.MP9601
345038 1716509p 287 229.793925145 -11.245083095 56806.4130731 r.MP9601
345038 1716519p 287 229.786027479 -11.2431842026 56806.451914 r.MP9601
345038 1716738p 287 229.578217573 -11.1936358621 56807.4818288 r.MP9601
345038 1716957p 287 229.39627544 -11.15102755 56808.3981757 r.MP9601
345061 1778498p 387 216.965753591 -14.1064720278 57048.642903 r.MP9601
345128 1686687p 387 217.937733703 -12.4715874366 56689.6529079 r.MP9601
345128 1686796p 387 218.129337592 -12.543765042 56690.6507882 r.MP9601
345128 1686797p 387 218.130420962 -12.5441743679 56690.6564777 r.MP9601
345128 1698856p 387 218.359557636 -13.8806240088 56752.5592418 r.MP9601
345143 1704840p 287 226.421396351 -16.3340756946 56777.3932342 r.MP9601
345143 1704853p 287 226.408826108 -16.3284076057 56777.4448927 r.MP9601
345143 1704866p 287 226.396326939 -16.3227715648 56777.4962592 r.MP9601
345185 1691671p 287 213.214773047 -12.4401375626 56712.5584598 r.MP9601
345185 1691904p 287 213.227998058 -12.4645687753 56713.5278135 r.MP9601
345185 1692178p 287 213.233588367 -12.5106539537 56715.638792 r.MP9601
345216 1728418p 287 216.482158914 -12.4554364319 56856.3051189 r.MP9601
345221 1686686p 387 217.221091833 -15.1263280921 56689.647863 r.MP9601
345235 1722442p 287 214.451135019 -14.2704408108 56834.3343059 r.MP9601
345235 1728420p 287 216.424044068 -14.3246716638 56856.313239 r.MP9601
345248 1728418p 287 216.520774391 -12.7203647749 56856.3051189 r.MP9601
345259 1692349p 387 244.33748841 -16.6883911446 56716.5930149 r.MP9601
345279 1698689p 287 216.915678747 -13.0572378544 56751.4272303 r.MP9601
345279 1698699p 287 216.908006342 -13.0544568119 56751.4664921 r.MP9601
345279 1698833p 387 216.718865348 -12.9860236597 56752.4226622 r.MP9601
345279 1698853p 287 216.695060847 -12.9774303335 56752.5411908 r.MP9601
345279 1704645p 387 211.108936397 -10.9941499942 56776.3302311 r.MP9601
345279 1704646p 387 211.107731377 -10.9937259277 56776.3352695 r.MP9601
345279 1704653p 387 211.099275504 -10.9907501676 56776.3706251 r.MP9601
345279 1704654p 387 211.098070588 -10.990326138 56776.375663 r.MP9601
345279 1704661p 387 211.089624666 -10.9873538798 56776.410977 r.MP9601
345279 1704662p 387 211.088419752 -10.9869298507 56776.416015 r.MP9601
345315 1715391p 287 215.534134341 -12.666175054 56799.4420409 r.MP9601
345315 1728420p 287 216.32185978 -13.9614279806 56856.313239 r.MP9601
345347 1691676p 287 217.498155262 -11.9815629852 56712.5778631 r.MP9601
345347 1691909p 287 217.57484973 -11.9947732145 56713.547469 r.MP9601
345347 1692183p 287 217.717828465 -12.015859526 56715.6584239 r.MP9601
345353 1686684p 387 215.137853809 -14.5201448973 56689.6377584 r.MP9601
345361 1691688p 387 239.487577555 -11.5062120271 56712.6265137 r.MP9601
345361 1705087p 287 242.668622394 -14.6793610073 56778.4414751 r.MP9601
345361 1705100p 287 242.657267875 -14.6818605636 56778.4926024 r.MP9601
345361 1705114p 287 242.643830288 -14.6848186816 56778.5531094 r.MP9601
345374 1716269p 287 213.835051837 -12.5532123044 56805.3933612 r.MP9601
345393 1686655p 500 156.985666477 9.31394790278 56689.539395 r.MP9601
345393 1686656p 500 156.984517651 9.31450133889 56689.545822 r.MP9601
345393 1686657p 500 156.98336811 9.31505511944 56689.552253 r.MP9601
345393 1686658p 500 156.982225897 9.31560536944 56689.558643 r.MP9601
345396 1691672p 287 212.373535877 -13.3444119152 56712.5623421 r.MP9601
345396 1691905p 287 212.405319957 -13.3293198681 56713.5319422 r.MP9601
345396 1692179p 287 212.4519933 -13.2876598079 56715.6428086 r.MP9601
345401 1686687p 387 217.793978213 -12.9833369648 56689.6529079 r.MP9601
345401 1686796p 387 218.076367523 -13.0691088851 56690.6507882 r.MP9601
345401 1686797p 387 218.077967686 -13.0695940705 56690.6564777 r.MP9601
345401 1715396p 287 212.354165193 -11.6809184776 56799.4615478 r.MP9601
345401 1715884p 287 211.911547111 -11.586706126 56802.4540391 r.MP9601
345401 1716264p 287 211.536905651 -11.5140520003 56805.3738526 r.MP9601
345401 1722438p 287 211.055897951 -11.8849139434 56834.3171178 r.MP9601
345575 1778494p 387 216.362683022 -14.8495533057 57048.6225432 r.MP9601
345755 1715377p 287 212.34338626 -13.1032248949 56799.3855021 r.MP9601
345755 1716263p 287 211.289954664 -12.8337400631 56805.3699702 r.MP9601
345763 1698695p 287 219.197366495 -14.7244301207 56751.4508594 r.MP9601
345763 1698705p 287 219.190212166 -14.7237661459 56751.4906979 r.MP9601
345763 1698860p 387 218.990288667 -14.704488009 56752.5797488 r.MP9601
345785 1716973p 287 236.015238866 -14.4883596459 56808.451406 r.MP9601
345785 1717110p 287 235.799089368 -14.4527940699 56809.3400096 r.MP9601
345785 1717121p 287 235.788777135 -14.4511140874 56809.3829027 r.MP9601
345785 1717132p 287 235.778459844 -14.449433281 56809.4258169 r.MP9601
345814 1691671p 287 213.919768482 -12.6316987533 56712.5584598 r.MP9601
345814 1691904p 287 213.977606178 -12.6101843508 56713.5278135 r.MP9601
345861 1778492p 387 221.016492007 -15.3371689456 57048.612292 r.MP9601
345944 1691682p 287 218.190649156 -12.9944801621 56712.6012246 r.MP9601
345944 1698321p 287 216.428024824 -12.9493280068 56744.4533869 r.MP9601
345944 1698831p 387 215.008450651 -12.661977539 56752.4125391 r.MP9601
346123 1686688p 387 216.696007897 -12.4959753534 56689.6579487 r.MP9601
346123 1686858p 387 217.043695549 -12.6032618586 56691.5701158 r.MP9601
346123 1686923p 387 217.232138949 -12.660795912 56692.6500809 r.MP9601
346123 1686924p 387 217.233054181 -12.661074461 56692.6553866 r.MP9601
346123 1698833p 387 216.717640833 -12.4683772821 56752.4226622 r.MP9601
346123 1698834p 387 216.716709226 -12.4681031157 56752.4276979 r.MP9601
346123 1704645p 387 211.657337526 -10.9883411765 56776.3302311 r.MP9601
346123 1704646p 387 211.656247969 -10.9880276752 56776.3352695 r.MP9601
346123 1704653p 387 211.648602328 -10.9858277734 56776.3706251 r.MP9601
346123 1704654p 387 211.647512866 -10.9855142993 56776.375663 r.MP9601
346123 1704661p 387 211.639876222 -10.9833169863 56776.410977 r.MP9601
346123 1704662p 387 211.638786762 -10.9830035127 56776.416015 r.MP9601
346259 1691928p 387 238.935596113 -14.3477002374 56713.6353439 r.MP9601
346259 1692361p 387 239.387033257 -14.1952263237 56716.6536065 r.MP9601
346259 1692657p 387 240.126268371 -13.8506587821 56722.5710502 r.MP9601
346261 1778494p 387 216.001828473 -15.1168228864 57048.6225432 r.MP9601
346335 1716499p 287 229.234010885 -11.2395859249 56806.3742324 r.MP9601
346335 1716509p 287 229.226080918 -11.2376978376 56806.4130731 r.MP9601
346335 1716519p 287 229.218150884 -11.2358097342 56806.451914 r.MP9601
346335 1716738p 287 229.010085002 -11.1868151639 56807.4818288 r.MP9601
346379 1715384p 287 215.461764832 -12.0932465931 56799.4134056 r.MP9601
346379 1716268p 287 214.484292086 -11.6944104283 56805.3894558 r.MP9601
346379 1722436p 287 212.854991739 -10.9715121245 56834.3092878 r.MP9601
346380 1692333p 287 215.994254951 -14.0849828379 56716.5205759 r.MP9601
346449 1715885p 287 212.251020042 -12.4089230716 56802.4581286 r.MP9601
346449 1716260p 287 211.843397709 -12.260661882 56805.3582397 r.MP9601
346449 1716263p 287 211.841858074 -12.2601014223 56805.3699702 r.MP9601
346456 1728412p 287 211.119808706 -11.2122144256 56856.2797859 r.MP9601
346456 1728421p 287 211.127053958 -11.2155319059 56856.3173423 r.MP9601
346528 1722435p 287 211.607768062 -11.5839639036 56834.3054061 r.MP9601
346557 1698316p 287 212.740914287 -13.237267997 56744.4339038 r.MP9601
346557 1698326p 287 212.734096144 -13.2346969547 56744.4729577 r.MP9601
346580 1778498p 387 217.021975225 -14.6237723911 57048.642903 r.MP9601
346624 1778494p 387 216.670719863 -14.5535834831 57048.6225432 r.MP9601
346638 1692337p 287 217.80579048 -14.9884846903 56716.5361046 r.MP9601
346638 1698830p 387 214.079950718 -12.9216477652 56752.4075017 r.MP9601
346661 1704643p 387 211.767476258 -14.2161446418 56776.3201085 r.MP9601
346661 1704644p 387 211.766372711 -14.2156373603 56776.3251533 r.MP9601
346661 1704651p 387 211.758630093 -14.2120782142 56776.3605481 r.MP9601
346661 1704652p 387 211.75752815 -14.2115716704 56776.3655856 r.MP9601
346661 1704659p 387 211.749803242 -14.208020665 56776.4008995 r.MP9601
346661 1704660p 387 211.748701177 -14.207514065 56776.4059375 r.MP9601
346799 1778494p 387 216.506622558 -14.5419058972 57048.6225432 r.MP9601
346940 1691683p 287 217.519918858 -14.5266387953 56712.605107 r.MP9601
346940 1691918p 287 217.611929166 -14.5629056576 56713.5881567 r.MP9601
346940 1692337p 287 217.843047019 -14.6575607714 56716.5361046 r.MP9601
346974 1716267p 287 215.646978088 -11.6063951502 56805.3855695 r.MP9601
346974 1728416p 287 215.079783727 -13.3578603129 56856.2968209 r.MP9601
346990 1715894p 287 240.198746408 -13.848059912 56802.4967567 r.MP9601
346990 1721597p 287 234.545778475 -13.2527576155 56830.3293009 r.MP9601
346990 1728608p 287 233.700238483 -14.0505293375 56857.3418783 r.MP9601
347024 1715410p 287 241.685865527 -14.4747667007 56799.5180243 r.MP9601
347024 1717294p 287 239.022924634 -13.5869044695 56810.4769445 r.MP9601
347024 1721600p 287 235.606958846 -12.6647517251 56830.3410108 r.MP9601
347024 1721611p 287 235.602387414 -12.6638826767 56830.383868 r.MP9601
347024 1728612p 287 235.319943746 -12.961219653 56857.357904 r.MP9601
347186 1646432p 287 24.4384912874 12.9127732323 56513.4990909 r.MP9601
347186 1646443p 287 24.4408975794 12.9129903413 56513.5425127 r.MP9601
347186 1651335p 287 24.4099672474 12.4355999807 56537.4172125 r.MP9601
347186 1651346p 287 24.4073679843 12.4336144325 56537.4605336 r.MP9601
347186 1651490p 287 24.3468055745 12.3877885446 56538.4365588 r.MP9601
347186 1651502p 287 24.3437944291 12.3855350423 56538.483183 r.MP9601
347186 1672373p 287 13.1809315123 4.95347862142 56630.2471259 r.MP9601
347186 1672385p 287 13.1810303564 4.95222659683 56630.2945711 r.MP9601
347186 1672746p 387 13.1920413398 4.90482105127 56632.2106863 r.MP9601
347242 1686923p 387 216.530978616 -12.7153518269 56692.6500809 r.MP9601
347242 1686924p 387 216.532309462 -12.7156539568 56692.6553866 r.MP9601
347273 1778499p 387 219.210670765 -13.7057659581 57048.6479896 r.MP9601
347353 1778499p 387 219.193023552 -13.9758549482 57048.6479896 r.MP9601
347408 1778494p 387 216.017020675 -14.5378957805 57048.6225432 r.MP9601
347432 1778494p 387 216.177045243 -15.2217318513 57048.6225432 r.MP9601
347528 1722436p 287 212.496262773 -10.100132005 56834.3092878 r.MP9601
347612 1751554p 287 22.2235180195 12.1070024652 56952.4210182 r.MP9601
347612 1751564p 287 22.2129228784 12.1075281156 56952.460442 r.MP9601
347612 1751574p 287 22.2023282143 12.1080537423 56952.499864 r.MP9601
347612 1751800p 387 21.956863135 12.120150736 56953.4158011 r.MP9601
347612 1752100p 387 21.424580982 12.1454220501 56955.420895 r.MP9601
347629 1626161p 287 214.148302778 -13.2450517656 56423.4622783 r.MP9601
347629 1626297p 287 213.934616292 -13.1996981086 56424.4634988 r.MP9601
347629 1631608p 287 209.224294656 -12.3625003995 56456.2496404 r.MP9601
347629 1631618p 287 209.221614511 -12.3624554495 56456.2900954 r.MP9601
347683 1716947p 387 192.404794917 -3.80207444541 56808.3556192 r.MP9601
347683 1716948p 387 192.404685581 -3.80210388214 56808.3606655 r.MP9601
347683 1716949p 387 192.404575241 -3.80213358893 56808.3657581 r.MP9601
347700 1692670p 387 247.278214789 -17.563865146 56722.636581 r.MP9601
347700 1692844p 387 247.422723413 -17.5701240869 56723.6112142 r.MP9601
347796 1686687p 387 217.857345171 -13.0833187227 56689.6529079 r.MP9601
347796 1686796p 387 218.087472302 -13.1773098981 56690.6507882 r.MP9601
347796 1686797p 387 218.08877614 -13.1778424958 56690.6564777 r.MP9601
347874 1671652p 287 10.4439033837 3.99032146166 56623.2790536 r.MP9601
347874 1671662p 287 10.4491947058 3.99523123266 56623.3308869 r.MP9601
347877 1686688p 387 216.654819012 -11.921083759 56689.6579487 r.MP9601
347877 1686858p 387 216.838569042 -11.9847592859 56691.5701158 r.MP9601
347877 1686923p 387 216.93602801 -12.0188358491 56692.6500809 r.MP9601
347877 1686924p 387 216.93649889 -12.0190009152 56692.6553866 r.MP9601
347877 1691676p 287 217.817962785 -12.3584323596 56712.5778631 r.MP9601
347877 1691909p 287 217.813205428 -12.3604825958 56713.547469 r.MP9601
347877 1692183p 287 217.787085258 -12.3604744112 56715.6584239 r.MP9601
347877 1698319p 287 215.222462328 -11.7240581694 56744.4455744 r.MP9601
347877 1698329p 287 215.216358985 -11.7224414616 56744.4846358 r.MP9601
347877 1698687p 287 214.043019249 -11.4096241619 56751.4191601 r.MP9601
347877 1698697p 287 214.035844618 -11.4077043448 56751.4586535 r.MP9601
347877 1698827p 387 213.865078877 -11.3619894007 56752.3923492 r.MP9601
347882 1778499p 387 219.545751507 -13.9945858164 57048.6479896 r.MP9601
347896 1716739p 287 229.116775086 -10.0995393709 56807.4857083 r.MP9601
347896 1716958p 287 228.924489275 -10.1475542962 56808.4020597 r.MP9601
347920 1691672p 287 212.334271623 -13.9177368276 56712.5623421 r.MP9601
347920 1691902p 287 212.326016034 -13.9543575746 56713.5200542 r.MP9601
347920 1691905p 287 212.325877341 -13.9548000711 56713.5319422 r.MP9601
347920 1691913p 387 212.325457905 -13.956138272 56713.5678939 r.MP9601
347920 1691923p 387 212.324970896 -13.9576920627 56713.6096375 r.MP9601
347920 1692176p 287 212.285365081 -14.0285343042 56715.6310291 r.MP9601
347920 1692179p 287 212.285060777 -14.0289269548 56715.6428086 r.MP9601
348001 1686683p 387 218.744941526 -15.7526172131 56689.6327123 r.MP9601
348001 1686792p 387 218.902683044 -15.8163208605 56690.6305048 r.MP9601
348001 1686859p 387 219.047888112 -15.8753498611 56691.5751547 r.MP9601
348016 1698317p 287 213.981935437 -13.5641243973 56744.4377883 r.MP9601
348016 1698327p 287 213.976010139 -13.560749365 56744.4768562 r.MP9601
348016 1698829p 387 212.628038954 -12.8148619342 56752.4024644 r.MP9601
348069 1691904p 287 213.079712153 -12.0594660132 56713.5278135 r.MP9601
348133 1698863p 387 238.028758286 -13.6705385695 56752.5954672 r.MP9601
348133 1698864p 387 238.028213215 -13.6702753208 56752.6012813 r.MP9601
348137 1728412p 287 211.420204169 -10.8612632105 56856.2797859 r.MP9601
348137 1728421p 287 211.425321226 -10.8638191309 56856.3173423 r.MP9601
348145 1646431p 287 23.76555383 14.5187416196 56513.4952085 r.MP9601
348145 1646442p 287 23.7680867733 14.521334871 56513.5386304 r.MP9601
348158 1757797p 500 45.5692674263 14.3182902025 56984.4037274 r.MP9601
