    Object      Image   Exp_time               RA              DEC             time       filter
156299 1681663p 387 20.5856458227 11.5553004778 56655.2339962 r.MP9601
156299 1681951p 287 21.5107679713 11.6566210532 56659.2574624 r.MP9601
156299 1681967p 387 21.5280254721 11.6588350739 56659.3286274 r.MP9601
156299 1681968p 387 21.5296776432 11.6590470363 56659.3354405 r.MP9601
156299 1681969p 387 21.5310802021 11.6592269751 56659.3412242 r.MP9601
156299 1681970p 387 21.5324793789 11.6594064801 56659.346994 r.MP9601
156299 1682225p 287 21.7413677018 11.6866300014 56660.2038361 r.MP9601
156299 1682235p 287 21.7518839885 11.6880675219 56660.2462547 r.MP9601
156299 1682246p 287 21.7641582963 11.6897453544 56660.2957646 r.MP9601
156299 1682247p 387 21.7657788527 11.6899668759 56660.3023013 r.MP9601
156299 1682248p 387 21.7672370266 11.6901662005 56660.308183 r.MP9601
156305 1646294p 287 23.3957121802 12.0201542226 56512.5799415 r.MP9601
156305 1646305p 287 23.3990823971 12.0211555189 56512.6239008 r.MP9601
156305 1651194p 287 23.6736926871 11.9027636463 56536.5451291 r.MP9601
156305 1651204p 287 23.6714905635 11.9014358953 56536.5839901 r.MP9601
156305 1651366p 287 23.6139741704 11.8671584355 56537.5430799 r.MP9601
156305 1651377p 287 23.6113011378 11.8655783762 56537.5858485 r.MP9601
156324 1658289p 287 15.1326188374 5.93786922125 56574.5427456 r.MP9601
156359 1681670p 287 23.5688321766 12.5817855399 56655.2635904 r.MP9601
156359 1681856p 387 23.7813452465 12.6994035222 56656.3691284 r.MP9601
156359 1681939p 387 24.3645424919 13.0111959928 56659.2051861 r.MP9601
156359 1681952p 287 24.3767370894 13.017531254 56659.2613609 r.MP9601
156359 1681964p 387 24.3880215198 13.0233936708 56659.3133429 r.MP9601
156359 1682231p 287 24.5880047124 13.1268934691 56660.2271586 r.MP9601
156359 1682241p 287 24.5975175276 13.1317618615 56660.2695949 r.MP9601
156359 1682245p 387 24.6022854443 13.1342019478 56660.2908644 r.MP9601
156376 1667914p 387 24.5024237633 14.1898821345 56597.515498 r.MP9601
