x y flux a b
5.17833565748 6.75777235557 3943.40515137 0.958317101002 0.656951785088
302.943880551 1.46086225362 203679.009766 3.00223040581 1.58323276043
486.994841366 18.9750988884 1324.99084473 0.594047129154 0.575724482536
518.409963354 21.6372873369 166343.173462 2.27874875069 2.21827745438
60.6092693958 20.99872543 326359.277588 2.45617556572 2.40125226974
371.807454794 37.7757943447 479871.147705 2.5071849823 2.48073410988
144.184331262 64.2513297866 69070.6049805 2.00670671463 1.95144581795
180.117520174 67.9793666193 3257.33483887 0.740910947323 0.718328237534
18.1279098621 66.2077257337 32725.300293 1.79327178001 1.72431373596
285.800393558 69.3005965817 12845.3547363 1.40070569515 1.31002378464
253.027269761 64.8662818199 206608.480347 2.01363134384 1.9319498539
243.168345849 71.7271049725 203741.842896 5.41409111023 2.92405056953
303.325521399 88.0696096168 4425.86254883 1.12736070156 0.752824306488
452.774944489 87.4312557629 66806.729126 1.97258365154 1.92599463463
470.906327412 94.7294042851 18041.862915 1.51627862453 1.48091161251
764.381617278 101.059923966 12984.4626465 1.47815942764 0.727887511253
712.326519592 113.554052685 7417.7911377 0.997784912586 0.98624509573
160.141282359 148.095748667 9940.29211426 0.874624431133 0.784558534622
529.95031607 166.001072275 5696.97424316 0.719546079636 0.71649646759
522.927947826 169.431603387 12524.0875244 1.47785353661 0.728234827518
267.215454402 158.938324778 2282975.75977 3.09093952179 2.99658799171
615.041287788 171.255387354 177058.329712 2.28875398636 2.2220761776
270.781642482 182.828015387 30174.9289551 1.2695505619 0.800673007965
500.91960894 191.274794732 2018.48547363 0.691596388817 0.64260160923
64.1129201854 200.246692327 9816.27331543 1.20851886272 1.05268585682
771.939693087 191.241745289 3408673.77795 3.49510574341 2.42912364006
266.903987081 209.117690702 1276556.65344 2.7721760273 2.72460913658
742.915279567 225.366435267 3151.83508301 1.53403270245 0.651702046394
382.880187745 236.595131371 4339.68591309 0.899924099445 0.690211117268
387.766891232 242.995106481 2104.8840332 0.674512445927 0.643472909927
175.521393405 273.710291118 7030.94250488 1.02039277554 0.984195053577
316.960237105 278.651504855 33334.7459717 1.77671086788 1.74541175365
147.878806782 285.092551137 10095.9455566 1.21427071095 1.10244607925
289.430193631 285.365466904 107578.339233 2.12736439705 2.07508921623
27.498492152 329.126507335 8950.29394531 1.18328130245 1.05454587936
706.027667539 330.067029395 3889.88684082 0.734830260277 0.71916526556
657.194870958 333.067617427 1891.19921875 0.726947367191 0.549475610256
534.971639439 334.004083662 1570.84887695 0.588812232018 0.581088006496
195.160137136 341.121888827 1903.3293457 0.787473142147 0.634617447853
501.528701176 352.666695183 15177.4329834 2.12496805191 0.778782725334
331.275141501 362.878095269 2786.57592773 0.886183798313 0.654588401318
729.38550584 366.508274789 32869.5496826 1.80426049232 1.70940887928
284.998012981 388.995303965 8172.16381836 0.919039905071 0.533629357815
644.805458481 393.979362934 149267.779907 2.21859669685 2.1845664978
760.608593763 400.071695054 415350.503296 2.47506046295 2.45328116417
398.417959713 403.269440247 127153.818726 3.62286257744 2.06869697571
216.392304632 406.927223956 80141.5767822 2.07781195641 2.03753042221
141.53095294 432.445592612 13964.3568115 1.42569875717 1.38426578045
577.845069174 439.150999546 4470.42797852 0.83388453722 0.673295736313
344.521146998 441.716103079 7760.74890137 0.870819270611 0.844761312008
640.830157884 442.583057444 45575.901001 1.8673607111 1.81284534931
698.420462346 447.970214374 8781.21520996 0.880665540695 0.724280834198
194.385333708 456.11103511 12150.3817139 1.42112398148 1.2149835825
440.645723604 456.428417308 117626.681885 2.18027853966 2.09958791733
18.882936711 464.573526883 3066.10974121 0.860895633698 0.653182983398
765.902694247 469.194674409 7193039.47791 4.82506608963 3.15518331528
350.149741732 508.012178614 5798.21508789 0.77495265007 0.705154776573
166.314178302 505.727030781 1074179.47412 2.73363018036 2.68784236908
456.78002683 523.929197388 3680.53955078 0.819260895252 0.724912106991
351.003600291 526.31988518 2115.07800293 0.678272604942 0.651807069778
553.994292933 529.969325744 3370.00146484 0.75465631485 0.725293517113
472.411438545 551.078567048 22137.1312256 1.64125049114 1.54467344284
191.205887354 588.608591311 6767.21337891 0.758480370045 0.451266378164
487.270463361 593.529108736 6425.10131836 0.996875226498 0.974047780037
443.957584353 596.615933602 31735.6013184 1.76601397991 1.70377600193
69.9430904359 599.270065471 24087.2414551 1.68994855881 1.53478348255
765.492187726 607.13994965 3886.64086914 0.862118780613 0.680151820183
261.514707111 603.777591449 55686.6608887 2.55123901367 2.0986893177
332.17841822 604.710488181 32419.9821777 2.80662441254 1.2898619175
580.796555289 625.538461761 703308.533325 2.62074398994 2.56273770332
747.455107054 635.405243964 83090.3974609 1.87464594841 1.76813530922
259.866228804 640.918451663 9434.7421875 1.25197029114 1.1616140604
731.316602735 640.144245387 83633.5194092 1.85403478146 1.80482828617
523.206259975 629.523975852 747574.175781 2.33889579773 2.24491930008
531.807295811 641.600844569 656643.00293 2.60404992104 2.52644562721
136.50639613 648.691281509 12710.3096924 1.43785619736 1.30414843559
462.830852922 645.841716248 663971.217163 2.67394781113 2.55685424805
553.772698283 659.749020511 36346.2662354 1.90044057369 1.64718711376
457.932593116 664.277125663 5196.1217041 0.690212965012 0.634469509125
751.991261818 671.495550887 5211.19421387 0.837860703468 0.698289990425
241.269562569 679.251424289 7779.46374512 1.17780947685 1.14523744583
509.032186909 689.458275702 63421.0986328 1.99325358868 1.91728246212
314.062272323 696.77758631 53550.3395996 1.96684420109 1.89621567726
451.861535105 696.685648069 121132.993286 1.87410843372 1.80138719082
705.016704245 700.372073923 44482.2210693 1.84764945507 1.63170850277
393.850927105 704.155619253 4943.95898438 0.760322749615 0.573843181133
251.676527581 701.262197509 56673.0982666 1.95755279064 1.9031869173
10.3113015504 705.775336233 13344.4360352 1.62938535213 0.917390048504
438.842591789 705.871111305 120529.483521 2.02088308334 1.97357475758
691.662128223 707.681746606 34147.5025635 1.45406556129 1.35570204258
646.962824685 710.994806158 5201.20959473 0.803174376488 0.78983861208
102.133067647 711.047321577 41790.7304688 1.87704253197 1.77217507362
145.834405024 731.868790302 49605.8967285 1.92380344868 1.87293565273
484.369106627 748.621963594 15845.8022461 1.88946092129 1.39959394932
400.581927688 745.046628357 352949.600464 2.44405269623 2.40465068817
256.218692333 757.406013547 4846.77038574 0.75273680687 0.451265305281
