x y flux a b
121.437626907 127.004602838 27101.6912842 2.59892559052 1.31405949593
127.261283177 273.251164084 183849.678833 2.12993454933 2.03588700294
111.999137252 284.851556157 5059.96289062 1.89370048046 0.61154460907
128.119685786 329.697176516 9821.38195801 1.17813384533 0.877270579338
99.9598378692 383.902070618 23222.7998047 1.66529119015 1.36270868778
138.632243261 413.40248369 7356.38232422 1.09689998627 0.957153379917
91.0889412733 622.031259327 63194.951416 2.86302542686 2.5075647831
83.9627613274 648.251807084 2346.68493652 0.680651903152 0.641258180141
61.2301437664 815.208961415 0.0 1.63691437244 1.52100527287
57.4541615924 879.694957932 209205.983276 2.1484503746 2.04957747459
132.404328614 889.10358469 738164.458252 2.38405299187 2.29527926445
88.3992813615 937.149591429 5632.89331055 1.03376531601 0.887790560722
15.925174702 40.2855991322 318863216.969 24.7980422974 9.07584285736
15.9128827377 409.198731166 965321047.123 193.126846313 9.12899875641
16.9850996805 819.840527837 744201234.417 54.6391220093 8.95770835876
16.5830335366 947.738355282 278413404.194 22.1112289429 9.09284973145
