x y flux a b
604.055736206 17.0044479376 3969.47851562 1.02880263329 0.678262114525
135.185479715 18.5615548171 14211.7138062 1.4402115345 1.2939261198
102.354979884 14.3057018891 210101.092957 1.89140641689 1.86458814144
92.410566273 21.2825733442 212389.853638 5.51114463806 2.90565824509
302.081222448 36.9359341764 67269.8496704 1.92840361595 1.84975779057
320.155361472 44.2118300922 18695.3292847 1.55970311165 1.42719340324
362.15909561 53.8054451555 2704.67950439 0.747803747654 0.665257930756
561.867734986 63.2953440108 7320.06420898 1.15980541706 1.0483443737
677.066876168 62.9708883915 36960.2921143 1.77757871151 1.66050088406
259.000657977 71.9980027501 3562.37994385 0.623834133148 0.618541717529
271.967052236 78.5253821455 3562.96850586 1.05316114426 0.693428814411
300.811213042 93.4808068643 4627.48522949 0.958626151085 0.734215378761
757.998804685 96.9952297724 4700.06188965 0.627969682217 0.614626526833
557.264183059 97.198262931 2627.26385498 0.981702685356 0.590483188629
598.985229502 113.003856125 3512.97271729 0.729525208473 0.720183372498
686.135644984 115.849940001 1750.17706299 0.692419052124 0.550622165203
116.489358634 108.373367569 2221707.6676 2.82365942001 2.7319984436
464.296743132 120.794532386 175844.774597 2.16938281059 2.03717470169
622.281097226 140.726811295 3992280.11206 3.42772984505 3.04280138016
116.12044593 158.619314621 1270391.05444 2.57636785507 2.46688127518
334.040037213 187.979886237 1370.59216309 0.587495326996 0.581528186798
18.0014123992 189.716593372 4970.11297607 0.741991043091 0.68331182003
335.062500986 200.071526422 7670.49688721 0.987273156643 0.708478748798
24.5949261643 222.91408573 6348.76257324 1.20897328854 0.968781888485
166.225531192 228.213056373 35741.1729736 1.74549639225 1.67883992195
40.0451953776 235.940476462 1399.72937012 0.586961627007 0.581759989262
138.695771788 234.8850097 107483.201721 2.03219223022 1.94196641445
642.770687662 260.355771898 17271.6518555 1.53674852848 1.45196533203
217.57650032 269.461139985 8867.48095703 0.887989580631 0.84028416872
754.977339848 273.990858535 4491.21374512 0.802128791809 0.782718360424
501.982876841 274.999642329 2692.81842041 0.711524188519 0.702060759068
361.187324211 310.847614472 1824.45880127 0.697264969349 0.549709916115
162.01765881 317.349507743 2355.53015137 0.682169020176 0.632642865181
578.622228815 315.973523336 34487.5533447 1.72305715084 1.6447814703
134.507544944 337.978512174 8558.05505371 1.16332685947 0.981815576553
494.033281027 343.507768252 148796.250854 2.11497926712 1.99691879749
609.799972423 349.629849658 421389.491455 2.34348130226 2.22795844078
65.5999088828 356.445138283 80082.7376099 1.95606613159 1.89654409885
708.76133563 353.531222771 801200.999634 2.46177172661 2.35769963264
427.003420107 388.949702566 4360.45043945 0.799771428108 0.786939144135
696.023213221 389.037739706 1977.52813721 0.896061062813 0.5108050704
490.025990169 392.147890387 43254.6351929 1.79739975929 1.72684156895
43.5507657959 405.562407127 11368.1508789 1.39084374905 1.38966810703
403.571569153 403.097839581 127486.936523 3.65313529968 1.91653311253
289.866183659 405.965611348 120309.533936 2.05386710167 1.96666646004
703.967950269 413.872965195 3337.08874512 0.768455922604 0.70008701086
120.446362359 425.865547008 2100.92260742 0.749698400497 0.495299726725
615.203490646 418.858482974 7230699.56134 4.94913864136 3.20163297653
765.119434045 439.433804223 7952.10516357 1.12644255161 0.580219566822
696.867184179 440.9690751 94535.9126587 2.01750993729 1.91394710541
735.39891652 445.596080924 24410.9016724 1.66228413582 1.57167744637
287.140915277 451.152105057 7707.29980469 3.01969814301 0.488219588995
15.4974503692 455.219875807 1078556.90869 2.54916214943 2.43773603439
410.125527887 465.885313794 5958.10742188 0.854561626911 0.671950519085
321.60274198 500.644033873 24276.7194214 1.64399456978 1.56963098049
149.008400264 524.036623051 2974.04510498 0.730062603951 0.719651162624
517.417176088 524.833041308 1612.89215088 0.676426112652 0.458381146193
491.530909593 535.009371702 1667.6862793 0.754914402962 0.496976524591
40.6323248698 538.113502514 7606.34503174 0.923644423485 0.692448794842
336.334677695 543.346705846 6558.64868164 1.054079175 0.958951592445
293.123554551 546.260999268 30751.9749756 1.77706623077 1.60862195492
110.609897076 553.401259629 54252.4956665 2.58235239983 2.06624817848
181.435439625 554.046572951 31476.4130859 3.30408477783 1.26882195473
429.939368821 575.123968511 708687.396973 2.44858384132 2.37111711502
596.616943456 585.010551075 81288.2085571 1.85550498962 1.71952843666
108.960236989 590.270502653 3566.91345215 1.23049783707 1.19610118866
580.46536958 589.761502343 83265.0375366 1.85381352901 1.67865800858
372.364466462 579.105402886 747825.078369 2.21048760414 2.07874655724
380.950080743 591.162393829 633878.746948 2.43071913719 2.30794835091
311.961950351 595.397331445 664893.686279 2.50101113319 2.34544849396
402.705329999 609.548736002 35540.4268799 1.72467136383 1.6486543417
601.001989821 621.042279555 4703.22033691 0.797001481056 0.783393800259
90.8445204561 628.893101977 9159.94458008 1.2509881258 1.154037714
347.956385211 637.404243498 13322.307251 0.890632748604 0.751185417175
710.414627818 637.402480004 3249.48040771 1.21487927437 0.529774367809
358.159544644 638.928081075 70028.6294556 1.90177536011 1.80900204182
720.057536979 644.998349602 3301.16210938 0.792637109756 0.695792198181
301.003607798 646.195487209 123668.695679 1.79469823837 1.71636033058
163.206338975 646.293345578 54022.5302734 1.86842477322 1.75588238239
553.992747241 649.965455358 43638.1921997 1.94034361839 1.52071154118
100.838462518 650.797417528 56116.2087402 1.88132441044 1.77640247345
243.264470499 653.666446263 5089.72662354 0.940027177334 0.757990717888
287.976439725 655.404898292 121175.719177 1.93470394611 1.84960269928
540.895583293 657.308353353 38481.1530151 1.45428490639 1.4194611311
495.645991116 660.651027973 5043.53118896 1.01313948631 0.893979370594
226.653328712 686.018378058 2127.19995117 0.686441600323 0.64743834734
249.707446967 694.599442503 355429.069763 2.30513525009 2.21046924591
333.487074204 698.281090248 16176.2861328 1.90038335323 1.35513758659
105.35067446 706.90001706 4677.20904541 0.921758830547 0.694600820541
463.170540394 714.118356218 2862.46313477 0.763898670673 0.641523718834
651.469608926 715.04509745 38496.3466187 2.09430718422 1.92654144764
405.472136481 723.531775409 4939.01556396 0.911679506302 0.907740056515
346.178008276 732.42289736 28634.9815063 1.70377504826 1.6049875021
