x y flux a b
239.695826922 11.7403059476 19568.0891113 1.97149825096 1.79647791386
134.935060668 37.2621964111 2997.74645996 0.792632877827 0.710866034031
242.863474635 46.858159588 1858.99871826 0.714712023735 0.550653100014
566.811434367 47.6434536843 1337.2545166 0.678749322891 0.455144971609
66.2272822523 60.8725476606 1670.8057251 0.938235223293 0.626734137535
383.510246202 67.018746962 2483.17980957 0.992412865162 0.623407959938
408.001816031 74.0606043907 6192.05169678 0.728310823441 0.721571922302
414.117635137 74.6757285901 6939.02520752 0.700817644596 0.630973100662
215.015555993 103.380506584 152784.742981 2.54650902748 2.51096963882
532.874362656 117.655933499 29561.206543 2.81599903107 2.16378951073
733.228126411 140.469523884 16568.911377 1.65933096409 1.5451208353
21.5766384473 210.803303985 16379.6873169 1.73404097557 1.64584422112
233.072624499 212.316452278 2166.96636963 0.853081524372 0.64671844244
523.498658721 241.812862219 2292.31311035 0.809145748615 0.633751571178
58.9387703085 263.951865599 4432.20098877 0.717763602734 0.709156692028
63.3487848174 267.026157497 10154.8983765 0.708882033825 0.634262382984
520.964570184 272.101695293 1764.57946777 0.882413208485 0.515249490738
61.7812528036 275.287333652 9068.31958008 1.06786668301 0.720108687878
164.009617493 318.798237214 1915.09509277 0.667859852314 0.638648927212
367.217465677 333.204304414 1887.99499512 0.699115633965 0.550229907036
612.74424539 338.996949547 3015.13421631 0.81611931324 0.723600745201
378.524935018 346.293876486 3226.20031738 0.962903082371 0.735981285572
163.539532203 354.735206517 2516.51898193 0.906096339226 0.623437643051
549.944176056 358.96342935 12195.2321777 1.3211915493 0.722178161144
554.268066986 363.270253523 9749.75164795 0.912099659443 0.680677056313
159.121450449 368.700542968 2569.19909668 0.866730391979 0.651561439037
138.24414853 374.340555432 4034.97314453 0.713240683079 0.455386400223
409.066923 390.210506424 869604.356079 4.77945709229 2.98558282852
486.636380278 415.575731798 3127.41046143 0.900608539581 0.725428164005
137.903953126 428.884053473 1804.46533203 0.745861947536 0.631748139858
229.508000198 433.030543686 2016.75939941 0.729409098625 0.662619233131
217.729843168 440.309503242 9799.80224609 1.12401878834 0.85567677021
444.001758403 442.01258244 944.764038086 0.58002269268 0.576996088028
605.851787382 463.991790754 1826.80670166 0.951684832573 0.678405344486
686.983999221 464.055146013 1437.36828613 0.606781899929 0.572988092899
141.53804 507.363134016 10107.5256348 0.981943011284 0.845039725304
147.217647756 526.603636129 44014.9885864 1.94054102898 1.75708508492
704.027273892 532.933756254 2202.06884766 0.720393955708 0.712502539158
745.077092813 538.141394803 4406.22546387 1.11590576172 0.703211843967
703.085079265 541.692669437 3260.62060547 0.848257243633 0.706653416157
65.5717806008 573.430974266 10603.0706787 1.22921574116 0.989827632904
319.144845571 575.970190142 5974.64562988 0.777465283871 0.705767631531
258.030647833 571.847819816 32145.0319214 2.79809975624 1.91473269463
714.834098761 583.425494103 5528.59887695 1.51272797585 0.716271102428
160.045834161 599.813307852 25601.1242676 2.02519035339 1.91853368282
341.981765827 615.005624982 2731.49383545 0.580344498158 0.579912304878
338.714425866 616.950889134 1949.15161133 0.681267976761 0.639452338219
415.009693158 630.035305736 2280.0692749 0.739691495895 0.727215409279
98.0696028848 635.091147038 2856.68328857 1.2503657341 0.614845812321
264.993670695 637.292097985 1829.83721924 0.679019272327 0.640970289707
355.622466857 651.768968244 9634.4776001 1.2340836525 1.14799666405
497.010315563 720.007255939 1122.44824219 0.583431243896 0.578099906445
309.916743154 732.598266905 409773.547974 3.01863002777 2.77815580368
574.79182949 756.222670594 4800.48883057 1.04597461224 0.729420423508
403.422963222 773.868824016 11643.8823853 1.23784768581 0.785289406776
364.946044634 772.527139467 171468.70636 2.59485816956 2.54280304909
400.558220253 779.933711253 15316.704895 1.05024695396 0.682922720909
609.611449945 776.638100502 3893985.53497 3.60153913498 3.12105679512
