eccentricity	inclination	objectname	semimajor_axis
0.0468946	2.11301443795	1100	2.8984745
0.0338373	21.6580882646	1101	3.2419223
0.08341	20.8470499802	1103	1.9336166
0.0750122	9.85390994913	1105	3.0121159
0.1609972	13.7818787679	1106	2.5976811
0.1207058	5.76211833313	1107	3.1904625
0.1329497	5.3092074771	1109	3.2074146
0.0759948	10.3094914408	1112	3.0204255
0.0549203	10.9229701679	1114	3.0922841
0.0489703	14.86345164	1118	3.2092049
0.0480064	0.657237111475	1128	2.7874979
0.0628895	9.75451112039	1129	3.0223204
0.1241056	6.59820330434	1145	2.4243279
0.0932279	9.93324116503	1148	3.0161468
0.0879613	15.1585808947	1158	2.5638527
0.0808834	14.672597122	1160	2.5604249
0.2302524	24.0573092691	1164	2.3064021
0.1649977	13.6724228302	1168	2.5518179
0.0841355	10.1159741355	1174	3.0218995
0.1567704	2.70163757286	1183	2.3835898
0.0766844	10.2444602022	1186	3.020318
0.0725774	11.1313638698	1189	2.9316848
0.1551115	13.1215075392	1193	2.6469082
0.0656151	9.75684820671	1199	3.0185566
0.0738238	10.1831329688	1207	3.0206783
0.1342789	5.66702173908	1209	3.1743291
0.0721375	10.0894008625	1210	3.0111389
0.0943464	15.2930769173	1215	2.5788365
0.076371	10.2315463837	1220	3.0047947
0.0818437	20.7574789297	1222	2.7927103
0.0436389	2.12864397363	1223	2.8695166
0.0724509	4.08839409439	1228	2.7689675
0.1490201	1.76266182925	1229	3.2149139
0.0591804	9.63971167817	1234	3.0127197
0.1690792	11.6834946742	1238	2.6665648
0.0439902	2.41011280512	1245	2.8931482
0.1602085	1.70230177892	1247	3.1387515
0.1778135	1.30931105438	1253	3.168287
0.1604475	1.31323111225	1259	3.1021233
0.0706955	10.6002651861	1265	3.0252273
0.1289985	9.01458603085	1272	2.7838168
0.1225526	6.2298687564	1273	2.3938021
0.1448294	12.6473865534	1275	2.6802068
0.075632	10.1197921144	1286	3.022307
0.0766206	10.2646471035	1287	3.0115316
0.0513733	2.09471902203	1289	2.8605633
0.0648189	9.79595323505	1291	3.0130374
0.062486	10.140465862	1297	3.0207898
0.1149172	6.71410898002	1298	3.1280883
0.1616435	1.34570937383	1302	3.1202022
0.1209634	18.7731596686	1303	3.2192446
0.0916436	16.0331754423	1306	3.1409697
0.2585149	23.3079165252	1318	2.3078198
0.132456	5.09845279966	1327	2.7808078
0.1574069	13.3111901817	1329	2.6171295
0.1536697	13.4661468845	1333	2.6335503
0.0484227	2.05471180023	1336	2.850773
0.1296958	5.02063411976	1338	2.2639341
0.0670092	9.83058532287	1339	3.0210875
0.1627296	1.52229877535	1340	3.1810662
0.1552357	13.8757752211	1346	2.6280775
0.0516069	2.23692563793	1350	2.8580445
0.0733699	9.74973235311	1353	3.0120041
0.0464514	1.93974671457	1363	2.9027091
0.0770106	10.5036405073	1364	3.0123365
0.141523	5.67203097581	1365	2.2486991
0.1767859	22.6007433333	1367	2.3440901
0.0755141	14.8176217684	1368	2.5236153
0.1276224	17.3980190454	1372	2.7671942
0.1520276	1.27159513553	1383	3.0823479
0.1687554	11.6796682777	1384	2.6770819
0.074727	10.4227051267	1388	3.0189138
0.0435429	2.13663080774	1389	2.8660595
0.1983953	16.9503857319	1400	3.1162566
0.2534608	8.79283185059	1403	2.7185935
0.0630641	8.63122078497	1408	3.1103691
0.0798098	10.1143969045	1410	3.0195526
0.0824231	10.1852344565	1413	3.0220342
0.1953157	7.85066448476	1414	2.7867387
0.082439	10.460457972	1416	3.0178854
0.0448296	2.1205310438	1423	2.8601605
0.1466959	12.8559596025	1425	2.6122101
0.1445877	12.7994948396	1431	2.6189991
0.1429633	9.30709945302	1433	2.7969683
0.0674213	10.3468986319	1434	3.0177103
0.1668341	1.77102525971	1440	3.152554
0.0450905	2.13172288467	1442	2.8749081
0.0376307	2.0400748437	1443	2.9381686
0.1529999	1.12896606711	1445	3.1146606
0.1622429	12.9628479143	1458	2.6259745
0.1299727	1.35842684814	1462	3.1534872
0.0776015	10.4909315956	1464	3.0035251
0.0487261	1.99033999384	1482	2.8723267
0.0855953	9.97995320672	1485	3.0262074
0.1505786	1.27173267927	1487	3.1404826
0.1372952	12.9113907464	1495	2.6392181
0.0568951	2.15219177984	1497	2.8952396
0.1490519	13.3780078154	1499	2.6706396
0.1448061	12.9516596476	1503	2.6263066
0.1232686	15.0334369088	1521	2.8501131
0.1509061	13.2934510135	1531	2.6271522
0.070033	9.62239344411	1532	3.0045825
0.0740876	10.1254726059	1533	3.0119159
0.2594332	9.03352174872	1534	2.7291957
0.1564459	1.17099525805	1539	3.1479534
0.2686969	12.2153062411	1547	2.6444555
0.0734593	9.81693207949	1552	3.009602
0.1568325	12.925675175	1554	2.6194426
0.0761735	10.4714817362	1557	3.0101198
0.1549004	5.14863815739	1561	3.1807842
0.0804683	16.4669487912	1567	3.2200547
0.2549952	23.9218429725	1568	2.3519691
0.0436074	2.07254235165	1570	2.8437316
0.242091	24.1040635702	1575	2.374509
0.1537738	1.19870942299	1576	3.1360717
0.1450401	1.3583466115	1581	3.1644624
0.0600103	10.168230849	1588	3.0285202
0.2226778	23.442559983	1591	2.391396
0.1112093	5.37566707648	1599	3.1348474
0.0753857	10.4410275015	1604	3.0237287
0.0792473	10.4484674511	1605	3.0133617
0.1780548	17.4753163564	1609	2.5834899
0.1336768	5.32190727011	1611	3.1868193
0.2583078	8.86819824593	1613	2.735384
0.160498	1.35599682536	1615	3.1142344
0.0458751	2.08922642563	1618	2.8687839
0.1529396	1.37420486229	1623	3.1346588
0.132814	1.1879125565	1624	3.1810955
0.1754216	1.52444239514	1633	3.1748068
0.0447973	2.12629322632	1635	2.8533802
0.0823109	10.0590881262	1641	3.0189303
0.0849178	10.060042448	1649	3.0203893
0.0587942	10.1207175155	1654	3.0159449
0.2267831	23.1020981588	1657	2.3485264
0.1759208	7.7202373134	1658	2.560028
0.1367391	5.0920734893	1662	2.7429292
0.1427628	1.43216546722	1669	3.140759
0.1395542	1.41444987588	1674	3.1843021
0.0864114	15.2031183658	1677	2.5322455
0.1498882	2.452096834	1684	3.0909319
0.1483497	1.35383617037	1686	3.1660799
0.1531731	1.39077389528	1687	3.1586996
0.1461932	1.37570071283	1691	3.1664095
0.141503	1.57923152771	1698	3.1576804
0.0730214	10.1955732793	1711	3.0148208
0.0776326	10.2321577113	1723	3.013628
0.0583728	2.1509533179	1725	2.9025833
0.0470055	4.37931696533	1726	2.7874014
0.081329	10.0945919645	1732	3.0116678
0.1949249	7.8733028436	1734	2.7777413
0.0815538	10.172713054	1737	3.0123991
0.0394276	2.15521913551	1741	2.8849466
0.0588473	2.05168463961	1742	2.8892082
0.0422448	2.1922301944	1745	2.8458958
0.1320655	9.13473801681	1751	2.7899117
0.0816972	10.4849065535	1753	3.0153285
0.0671688	10.1178714791	1755	3.0922855
0.0688171	9.86911167756	1758	3.0064671
0.0460677	2.04397916569	1762	2.8760788
0.1517088	1.80825702996	1764	3.0919225
0.045951	5.30383877154	1766	2.7493243
0.0723223	10.0672406861	1767	3.019985
0.1552443	3.17227153149	1768	2.4501009
0.0588925	1.97843825251	1774	2.8769464
0.1667086	13.2535146659	1775	2.6029912
0.1553941	1.28611750342	1778	3.1441042
0.0713612	10.1789882468	1780	3.0163479
0.1615986	1.39931349758	1782	3.120604
0.1677572	11.686923264	1783	2.6616108
0.0775036	10.2105989347	1786	3.0208682
0.0804439	10.0167923831	1787	3.0024736
0.1501003	1.10780843466	1788	3.1115511
0.1959693	7.96953839235	1795	2.7853461
0.0951906	10.7503361519	1799	3.0249367
0.0759939	9.79385426073	1801	3.0183265
0.0439458	2.07115488677	1802	2.8431534
0.2283051	23.2468598151	1803	2.3488302
0.1513773	1.45647232998	1805	3.1333459
0.0749748	2.09880121471	1809	2.9273904
0.0764751	10.2681349622	1812	3.0074959
0.2552532	24.5753072299	1816	2.3390418
0.0484399	2.10202340241	1824	2.8846093
0.0799868	10.299975826	1826	2.9970971
0.0755244	16.1685110437	1832	3.2152417
0.0918862	10.5203592621	1834	3.0231569
0.0518908	2.10033777314	1835	2.8331336
0.1951271	7.82169450524	1836	2.78338
0.141211	9.10673299192	1839	2.8000315
0.034186	2.0128136515	1840	2.9174813
0.0809787	10.7346428296	1844	3.0160395
0.0728348	9.93218251373	1845	2.9701612
0.0537388	2.29545321686	1848	2.8712502
0.0479249	9.9968596129	1849	3.0532921
0.1529492	1.72785568533	1851	3.1091777
0.066377	9.91327278604	1852	3.0145316
0.067335	10.2554356149	1861	3.0189135
0.0427739	2.14822411827	1878	2.845678
0.0646437	9.79871506359	1882	3.0064579
0.1408989	13.700345228	1886	2.6263989
0.0791621	9.99282200864	1887	3.0057743
0.0367197	2.03711077592	1894	2.886722
0.1593988	1.51780520496	1895	3.1828677
0.1828337	2.43373403692	1896	2.3678174
0.1375184	1.18075478454	1898	3.1199792
0.0780109	10.0797463337	1903	3.0014139
0.0994122	6.40504875404	1906	2.3735708
0.0898679	10.8627618316	1910	3.0462251
0.1905968	2.91635379218	1911	3.9658619
0.0647295	2.11548556827	1912	2.9028818
0.0468745	2.08222597309	1913	2.8795461
0.0754508	20.9799541812	1919	1.9360103
0.0870464	20.6887706421	1920	1.9299628
0.1410239	12.911584727	1926	2.6564631
0.1766921	13.4338692556	1927	2.6496782
0.1922956	2.34945301032	1932	2.3718111
0.0940327	6.8255874365	1933	2.3529749
0.1684731	11.6172305765	1936	2.6751905
0.1487902	1.10507491631	1939	3.1264008
0.2168873	3.06118256662	1941	3.9670337
0.2066104	23.2523848915	1942	2.3183473
0.0670334	10.7408419152	1947	3.1518933
0.1475377	1.38680213106	1953	3.1158555
0.0468586	2.11508995782	1955	2.8550147
0.1264816	1.28625504794	1956	3.1996327
0.0786488	10.3978653193	1957	3.008288
0.094517	6.85182651102	1959	2.316053
0.1051443	6.39957149565	1961	3.1995896
0.1957472	7.86626943479	1970	2.779682
0.0643469	9.70892958189	1971	2.9938452
0.1014911	6.52402939803	1979	2.3740065
0.163474	1.59361255102	1986	3.0975831
0.2391332	23.3420091987	1987	2.3821537
0.0537073	10.5400627988	1992	2.9936809
0.1643163	11.6231151396	1994	2.6796969
0.0984728	14.7649459908	1996	2.5586875
0.1399143	13.3909707071	2005	2.6213596
0.1501615	2.85011049587	2007	2.3837123
0.1501151	1.61764037606	2009	3.1191355
0.1560436	2.75948604976	2010	3.0932819
0.1112527	6.37235903945	2011	2.3869921
0.1515984	1.40994505935	2016	3.1381538
0.0900293	10.4095451418	2020	3.0231645
0.0948288	6.55481417954	2024	2.3253962
0.1525269	3.23252619486	2026	2.4456749
0.0774206	10.065302907	2027	3.0215906
0.0850212	6.44513254667	2029	2.3500531
0.1586113	1.32520337394	2039	3.1743223
0.1376919	5.23660442093	2042	2.7525885
0.0904322	6.68521219747	2045	2.3799307
0.1552304	1.7368609682	2046	3.1508424
0.0448543	2.13774311958	2051	2.8412042
0.0707705	10.1298494467	2052	3.0084889
0.1290572	8.80296639602	2053	2.8021876
0.1591799	1.27784192143	2058	3.1192446
0.1376158	5.29281954892	2076	2.2734542
0.1237542	13.3849338352	2079	2.5985261
0.1522447	3.07287045834	2081	2.4501843
0.0566876	10.1633412424	2091	3.0142413
0.0469117	2.07968609506	2092	2.8481949
0.1510316	6.03577996015	2093	2.2691608
0.1469702	5.48760427043	2094	2.2322637
0.0614237	10.122102712	2111	3.0185852
0.1652729	1.4930219557	2114	3.2031765
0.0870563	9.88463979868	2115	3.0104612
0.0495752	2.13739910552	2117	2.8702575
0.0398053	2.05508446245	2123	2.860199
0.0849743	10.1699073027	2124	3.0234146
0.1417889	5.62010399291	2130	2.2528866
0.0835653	10.0343232952	2136	3.0206618
0.160219	3.20704664723	2139	2.4604601
0.1359219	1.0385142193	2142	3.1743821
0.0457617	2.11901166592	2144	2.8755177
0.0624387	9.27679919794	2147	3.1709921
0.0925293	15.1030913737	2151	2.5619746
0.1522572	1.0710751992	2153	3.1170529
0.0441525	2.1507239732	2155	2.8563002
0.129019	9.18879870425	2157	2.7834343
0.0664669	2.05135211096	2160	2.8984623
0.1506855	1.39198319278	2163	3.1494404
0.1318198	1.44972071596	2164	3.174823
0.1415121	1.45142867753	2165	3.1339297
0.0477199	0.682128098491	2169	2.7885665
0.0693392	1.88302097672	2176	2.9313481
0.0826601	10.4341994507	2179	3.0113796
0.0584707	10.1087573483	2180	3.0113312
0.1562443	12.9174336066	2181	2.5904966
0.1545592	1.66519246812	2182	3.1291262
0.0591577	1.97266513613	2188	2.9025366
0.0807095	10.0660943109	2191	3.0181177
0.1409434	1.83753853302	2197	3.1520253
0.1898252	4.27392468367	2198	2.5928943
0.1491533	1.19960916378	2203	3.1098915
0.0838689	9.99948931873	2206	3.0153607
0.048426	2.16177842677	2209	2.8464524
0.1897561	2.05476913288	2210	2.4035924
0.0863946	16.4700675769	2211	3.1741169
0.0744916	9.83462092946	2216	3.0190207
0.1565183	1.30716763351	2217	3.1584233
0.1353311	1.39946824234	2220	3.149879
0.0915034	14.9311117605	2221	2.5909687
0.1596248	1.31039422765	2222	3.1161888
0.0480652	2.0290269824	2224	2.880997
0.0491817	2.13255998259	2225	2.8524527
0.045017	2.06754863043	2226	2.8689669
0.1602732	1.38590232393	2228	3.1434217
0.0428064	2.17438106075	2230	2.8582376
0.1760404	1.34101555941	2237	3.1545757
0.1448854	0.767402507758	2240	3.1537933
0.1519342	1.53397980962	2248	3.0994818
0.1728635	1.44937109982	2250	3.1743488
0.1547451	0.776639425926	2256	3.0970694
0.2175893	23.4762563164	2261	2.3776419
0.0770877	10.4926738685	2263	3.0162493
0.1541351	1.34199558585	2264	3.1308407
0.0913271	2.12461903775	2268	2.9406619
0.1523302	1.08261087696	2270	3.1511745
0.1873315	2.4148955122	2279	2.4599261
0.1792676	2.42570540984	2289	2.6353186
0.1553384	1.2171627649	2293	3.1387347
0.1744062	1.14279425606	2296	3.1964234
0.1569878	1.06587756825	2297	3.1644897
0.2281979	4.92794139417	2299	2.5855193
0.0459086	2.09585997088	2300	2.8384373
0.1489869	13.2939337749	2302	2.6455824
0.1438271	13.8585248874	2304	2.6126403
0.0284837	5.08165619425	2306	2.7320757
0.0774744	10.5626467822	2309	3.0123728
0.1522887	1.62120559752	2310	3.1501306
0.1530724	2.76790686454	2313	2.4581115
0.0836656	10.1721076616	2315	3.0097725
0.1490681	1.53928730747	2316	2.4515987
0.0563443	1.89265762775	2319	2.9059145
0.1907398	1.54344275506	2324	3.0899978
0.1462183	1.28512030583	2325	3.1434657
0.1331843	14.9266466754	2326	2.8611165
0.1645192	11.5719364636	2333	2.6460898
0.1685757	1.61381722753	2336	3.1904317
0.1658746	13.7101232739	2337	2.5942039
0.0485082	2.14379204606	2338	2.8330707
0.1330953	1.3226129132	2342	3.2058204
0.0740236	10.0884522733	2345	3.0170497
0.0889018	9.35022916044	2355	3.0207509
0.0741008	10.4058052209	2358	3.0231799
0.1534327	1.36794064012	2361	3.1433905
0.1580918	1.4996361441	2372	3.1112729
0.1349287	9.22493661851	2373	2.7952573
0.0476768	2.14164195098	2377	2.879111
0.1562302	13.3762115588	2381	2.6107779
0.2747066	32.9498600569	2382	2.7595674
0.1622396	13.3189680362	2384	2.6098674
0.1340398	9.18967511817	2386	2.8142624
0.0748541	10.0818704216	2387	3.0227313
0.082098	10.177399063	2400	3.0016089
0.065236	3.55452054982	2401	2.7703692
0.1477221	1.53815817345	2404	3.1270558
0.1536716	1.28403141236	2405	3.1991349
0.0917838	10.4258218934	2413	3.0161391
0.0958694	16.9823260015	2414	3.2097603
0.0742101	10.0377795511	2416	3.0132446
0.1501465	1.46553946995	2418	3.1173675
0.1044814	6.59765536539	2419	2.296021
0.0880252	10.1246577751	2425	3.0011412
0.1347231	4.8799236446	2427	2.7406273
0.0624936	9.31289970524	2428	3.1699675
0.0887208	14.6916987405	2429	2.5719291
0.1390913	5.16378543154	2436	3.1696667
0.1577585	0.929693466445	2439	3.1308627
0.0900685	10.4553307733	2443	3.0065882
0.1450458	1.45440901625	2450	3.1152359
0.0797933	10.1368804543	2453	3.0194093
0.1479994	5.63604028612	2454	2.2518531
0.0708301	10.4535479263	2459	3.0207284
0.1437512	1.36180825183	2461	3.1786821
0.1772227	2.10620308284	2462	2.4090218
0.1552708	13.6579528415	2463	2.6002725
0.0466435	2.03406644893	2470	2.8878869
0.0805537	10.2965982595	2471	2.9981473
0.1421536	5.67917641062	2473	2.2418047
0.0773751	9.47353955507	2475	3.0385436
0.0841424	9.98407791648	2476	3.0237712
0.0759729	1.95736962757	2482	2.9285006
0.1529953	3.16331971134	2487	2.3978225
0.1488261	1.24399483755	2489	3.1099276
0.1294225	13.3803105771	2490	2.6096893
0.1575651	1.32509448284	2492	3.1745496
0.1316412	9.12488436124	2493	2.7888747
0.0544658	2.10720643715	2498	2.9176019
0.1509429	1.43965637791	2499	3.1006002
0.1763264	1.41076463728	2505	3.151366
0.0437004	2.04326251264	2506	2.899192
0.0934813	6.4549002792	2508	2.3681434
0.1602516	3.18564202268	2509	2.4555047
0.1483215	5.63040380878	2512	2.2439708
0.1568506	1.62513193389	2517	3.1707878
0.1517874	1.29406071192	2519	3.1476528
0.126482	8.97631732829	2521	2.7938048
0.0794099	9.88664629477	2522	3.0184167
0.0705035	10.1071685129	2523	3.0168562
0.1460496	1.46472560381	2524	3.1202284
0.1555009	1.62618660072	2525	3.140721
0.1448713	1.15027858331	2528	3.1463992
0.0927135	10.3214941042	2530	3.0187437
0.0835508	9.93717332844	2531	3.0095295
0.151206	2.12799035085	2533	3.0968807
0.1428833	1.21917430138	2534	3.143596
0.1385293	13.1192660567	2537	2.6567785
0.055053	2.13054750822	2541	2.9358217
0.0925911	6.25326379099	2547	2.3854511
0.1441966	1.26987583931	2549	3.2005974
0.1550575	1.42022132665	2551	3.1437396
0.1329666	5.31302256638	2554	2.2637032
0.0464107	2.05039465814	2555	2.8697185
0.0452112	5.48261963161	2560	2.7499856
0.1421158	2.52653700745	2561	2.432549
0.0780313	10.8768048819	2562	3.0087235
0.1514992	0.884939850232	2563	3.2059449
0.2007841	2.5430658239	2565	2.3568425
0.0467797	2.09446101864	2574	2.8507064
0.0688757	9.70970850256	2578	3.0030241
0.1544092	1.40302737458	2587	3.1743526
0.0469871	2.11204548073	2589	2.8798264
0.0967439	6.76164327898	2590	2.3425065
0.05746	2.10994129761	2591	2.9393003
0.152164	2.02985829264	2592	3.1230287
0.1258796	9.41603724037	2595	2.7858029
0.1948861	7.90459602078	2598	2.7818335
0.0805307	10.4388194379	2600	3.0134863
0.0527721	9.11901756134	2605	3.0923497
0.1890726	2.22325023701	2607	2.3765021
0.1451115	5.1030489336	2615	3.1739155
0.0787427	10.5482860909	2618	3.024433
0.0405423	2.08799374746	2620	2.8586322
0.0611541	9.89247392678	2622	3.0037252
0.0516181	2.03522455381	2626	2.8502696
0.1521637	1.31941495875	2627	3.1132469
0.1332708	9.12520933023	2631	2.7976827
0.0850098	10.280025414	2632	3.0391176
0.0891485	15.1079696432	2638	2.555135
0.2167673	23.7996558128	2643	2.3777193
0.0701311	10.175128814	2646	3.0136463
0.1375723	12.9447223515	2649	2.6266222
0.1381382	1.7119030833	2657	3.1743596
0.131163	1.27578449211	2659	3.123146
0.1462998	13.0635885331	2660	2.618328
0.09811	10.9971869376	2661	3.0267238
0.1782385	1.47666997898	2667	3.2077912
0.0729165	10.9858346559	2670	3.1733698
0.1428379	13.1615282116	2672	2.6122238
0.1817102	1.28002543458	2673	3.1943582
0.0861677	10.2445533607	2677	2.9927987
0.1770402	2.47944651454	2680	2.4030699
0.1279698	4.83867137947	2682	2.270324
0.0232734	2.22576741867	2683	2.915621
0.0633123	9.33441199242	2684	3.0495127
0.1478015	12.869376917	2685	2.5680229
0.0800795	10.1165619616	2686	3.0039667
