eccentricity	inclination	objectname	semimajor_axis
0.1718326	2.58027077583	42254	2.4074951
0.1659325	2.50699748773	42258	2.4548255
0.0954954	10.4663427022	42259	2.9942978
0.0684027	14.9859515309	42260	2.6258885
0.1407387	9.13137799411	42262	2.7670041
0.1252263	9.1913292828	42263	2.7659843
0.0784333	14.7831372148	42264	2.538441
0.0495065	9.91640203503	42265	2.9938932
0.09273	10.2961615079	42276	2.9635534
0.0746042	9.83012594138	42278	3.0643394
0.1484566	13.005994772	42282	2.6025287
0.1524304	12.6444035656	42283	2.5549342
0.1569126	14.751573153	42284	2.6022647
0.0378036	5.19604866476	42290	2.7448309
0.0886061	3.46750254061	42292	3.057225
0.2169636	24.0543288681	42298	2.2979844
0.1688285	17.2224901523	42302	2.5808214
0.1738971	2.39962990397	42305	2.4037815
0.1828702	2.13343148228	42307	2.3988068
0.202493	2.64625246232	42309	2.3394123
0.0483488	17.9792112394	42313	3.5516967
0.067623	8.71051340875	42314	2.9885898
0.0956162	10.2295610325	42315	2.9730508
0.1491448	2.67687571417	42319	2.3978263
0.1321178	1.63993171142	42323	3.0821897
0.1445966	2.97477527302	42330	2.3334093
0.1987146	7.68990609674	42333	2.7993287
0.0661049	3.49779920412	42336	2.7798534
0.225568	23.6608428741	42344	2.3327265
0.0984998	6.48982694396	42346	2.3352533
0.1325199	9.21796530043	42352	2.7624735
0.1616689	12.492892297	42353	2.6435106
0.0819183	11.1724530332	42359	3.0655054
0.0532884	2.05889708857	42360	2.9022196
0.0681744	15.6735559189	42368	3.1873009
0.174781	11.8560009536	42370	2.6630607
0.0643134	8.75626166382	42371	2.9926986
0.152334	13.1735145032	42374	2.6866442
0.2264791	23.6663352548	42376	2.3192735
0.1387814	5.48006401306	42380	3.1023231
0.0543906	2.18592305581	42385	2.8737149
0.1024478	10.001519792	42394	3.1005192
0.144023	12.6010954433	42398	2.6577323
0.1593358	1.42980414469	42400	3.1174742
0.0907489	5.06326671431	42411	2.4671671
0.1676604	1.65770649217	42415	2.4184284
0.1722255	2.52182272022	42420	2.4362872
0.1618439	1.4687949375	42421	2.4185096
0.0697862	9.93167645635	42423	2.9691717
0.015292	6.03215597785	42425	2.6818131
0.0560906	9.15750460164	42433	3.1058088
0.1538926	2.96193524992	42438	2.4151108
0.1116684	11.5683513831	42441	3.0688389
0.1309175	1.27651232903	42446	3.1100037
0.0783646	10.0940390965	42448	3.0209925
0.0859034	16.1586204367	42451	3.1864965
0.0602662	9.22717141658	42453	3.06758
0.0308159	5.13338194366	42456	2.7425353
0.0834788	10.0137028981	42459	3.0986847
0.1504921	13.2272511444	42463	2.6566826
0.1753904	2.42904301901	42465	2.3751524
0.1627703	11.5427541891	42467	2.5875552
0.1719284	3.97374233038	42471	2.5707584
0.0664429	9.8662213179	42476	2.9646885
0.160246	13.6564315985	42478	2.6815015
0.1972622	2.47565572001	42482	2.383824
0.1629654	12.6967224807	42489	2.5990256
0.2358195	13.5152285387	42491	2.6472472
0.1943833	10.4624389578	42493	3.1324803
0.170518	7.22259665587	42494	2.5758304
0.1674585	1.15004935401	42500	3.1127444
0.2543782	23.500264348	42517	2.3241429
0.1513174	5.73735657076	42518	2.2728591
0.1479098	1.38441792948	42519	3.2011659
0.1551721	1.4279758408	42520	2.3996081
0.2030125	16.4326932463	42521	3.1558177
0.1829845	2.2176482331	42522	2.4260708
0.2406162	24.135502096	42523	2.2852339
0.0684705	2.17319418401	42526	2.6555636
0.1206286	9.09031747378	42527	2.7576612
0.1833183	2.06812769488	42534	2.4036951
0.1247474	1.4012678673	42547	3.2359766
0.2079505	4.93773513973	42552	2.3560667
0.1566073	2.68230182787	42558	2.3828299
0.1630629	2.70451702483	42563	2.3889001
0.0941581	6.80765890297	42564	2.3459819
0.1429351	13.2671949513	42573	2.6654523
0.1528837	14.0032244022	42574	2.5386338
0.089029	6.68767548196	42577	2.3919209
0.1777574	2.56866239354	42578	2.4418316
0.1216035	10.5027955612	42584	3.0341901
0.1868724	2.20718968681	42610	2.3605175
0.1784312	2.4639335737	42611	2.438268
0.1517603	2.58207169047	42616	2.4383228
0.0990379	6.77116916225	42617	2.2831404
0.1641604	1.43006205601	42626	2.3978256
0.1871392	2.5013140486	42628	2.3703383
0.1619012	1.48395470376	42635	2.3920159
0.1639419	2.63846341383	42639	2.3919294
0.1559032	2.55268383426	42640	2.4127016
0.1678017	1.44655697846	42643	2.384054
0.103046	6.66931363861	42644	2.3673638
0.1618077	1.44734218101	42646	2.3884812
0.155814	2.89323388659	42650	2.4078678
0.1036171	6.71162825469	42653	2.2992611
0.1046948	6.26686094245	42655	2.329332
0.085737	6.49574343873	42657	2.2924471
0.0854252	6.68686784634	42658	2.3700317
0.0958371	6.76196061307	42660	2.3533453
0.1709784	11.7305742127	42661	2.6990567
0.0952826	6.09963287074	42665	2.4019416
0.0910584	7.03020074811	42671	2.3510244
0.0964853	6.99712274543	42672	2.3482728
0.1733937	2.56185456232	42674	2.4372457
0.1063112	6.74983282917	42675	2.3997038
0.1365879	9.14293219466	42676	2.7622789
0.1621489	1.49544066006	42677	2.3892028
0.1587563	1.42870372336	42678	2.4279913
0.1024025	6.60951405329	42682	2.4281484
0.181852	2.52525233381	42684	2.3621912
0.2428824	24.8210333256	42685	2.3221163
0.1179525	6.3931487643	42687	2.4258852
0.179905	2.21007954091	42693	2.3644063
0.1455781	13.1462769886	42703	2.6561493
0.0896079	14.9134713606	42704	2.5679471
0.1402444	13.2542151437	42706	2.56551
0.1975648	16.8663856996	42712	3.1144688
0.1726585	7.74623392719	42714	2.5997438
0.1189769	11.1436269405	42717	3.0574479
0.1529744	12.825983339	42719	2.6428127
0.1455816	13.291549414	42721	2.6032607
0.0947151	10.6786235489	42722	2.9888355
0.0756212	10.394317769	42723	3.0452806
0.1513507	13.186142817	42724	2.6999792
0.0828512	14.7051982243	42725	2.630395
0.0789173	10.199980188	42731	2.9652654
0.0552512	9.1284126118	42732	3.1743444
0.1221121	15.1375205867	42735	2.8441636
0.0621399	9.08890167787	42740	3.1708494
0.0405889	2.13388443297	42741	2.8822314
0.1324277	0.991100253165	42746	3.2238724
0.1205534	1.43387341563	42747	3.1418934
0.0758488	9.08653429392	42750	3.1233957
0.1130495	6.2247910363	42764	3.1709474
0.0521403	9.33829653873	42766	3.096824
0.1532522	1.986063154	42770	3.1256447
0.1289744	5.6428974023	42772	3.0964576
0.1574033	0.750430008951	42773	3.1794527
0.0608618	9.29584758644	42776	3.164625
0.1258516	9.30536346031	42778	2.7575746
0.036048	2.6906590078	42779	2.8912428
0.0608153	22.0946532908	42783	3.1919394
0.0825439	10.3588444792	42787	2.9811571
0.1046225	6.22523483054	42789	2.4485078
0.0827335	14.9298309298	42790	2.5504492
0.0941581	6.98988399813	42792	2.2989655
0.0975781	14.9981466437	42797	2.6175178
0.0147261	21.7333554093	42800	2.6980038
0.1397047	9.13412868391	42803	2.7689483
0.2016517	24.0662069622	42808	2.3203549
0.197479	7.96316865669	42812	2.8019249
0.1793411	2.41756787145	42815	2.3779696
0.1928185	2.58888536517	42819	2.3573404
0.1661555	11.7989375252	42833	2.6264363
0.0856004	14.7478760669	42835	2.6141467
0.200865	23.5126480296	42843	2.3329169
0.1517462	2.5997024358	42845	2.4046769
0.1547201	1.68211340083	42848	3.0991311
0.1821328	2.26841681667	42850	2.3613458
0.1035026	6.27724781402	42851	2.4373662
0.0331292	2.40339181109	42854	2.9058992
0.1505516	12.7540454557	42856	2.5513173
0.1767614	2.1500244721	42860	2.672368
0.140015	5.45468109749	42861	2.3049788
0.0867298	6.43400424947	42865	2.4141884
0.103636	6.89903393955	42866	2.3542674
0.0297248	5.08880045021	42870	2.7192143
0.1028557	6.21282602382	42873	2.4057122
0.0980851	6.69185213322	42874	2.3674823
0.0935878	6.4600321622	42876	2.2871242
0.146804	5.89075301332	42880	2.2747384
0.0966591	6.70255929195	42889	2.3894982
0.1321911	13.1923630602	42892	2.6245149
0.1565733	3.35825197861	42896	2.5670029
0.0741273	14.574414416	42906	2.5994052
0.1336891	9.02481374767	42922	2.8059747
0.2403077	22.1089816156	42928	2.2910641
0.1738076	2.52532115558	42929	2.3913796
0.1805589	2.34969385507	42935	2.4094154
0.0635078	2.11404646406	42936	2.9272439
0.1512615	2.39070115057	42941	2.4123968
0.181985	2.47606290014	42942	2.3913972
0.1893684	2.46813151245	42944	2.3845369
0.089854	6.2346007055	42947	2.4090226
0.1523805	2.5569336757	42962	2.4343096
0.1565036	13.202997277	42963	2.6904647
0.0674576	4.03915061269	42966	2.7822421
0.0826436	14.9104830127	42972	2.5843389
0.1903634	2.47598834602	42977	2.4312228
0.1870535	10.1689410123	42985	3.1468637
0.1778097	11.5171183993	42986	2.708137
0.1619725	13.1869607964	42987	2.6262735
0.1469003	13.0837580497	42996	2.5649499
0.1739494	7.77948371496	42998	2.5682368
0.081781	2.13563890146	43001	2.9301785
0.0665177	3.33312505973	43004	2.7848084
0.1586304	2.62538044581	43007	2.4436971
0.1971907	2.20855433944	43013	2.3900557
0.0797846	10.0284174887	43014	2.9981809
0.0923978	6.81106913885	43015	2.3127186
0.1334584	9.09537724921	43018	2.8128243
0.1414954	1.47146006851	43019	3.1610336
0.1347537	12.8138081549	43026	2.6636442
0.1632309	2.13339134741	43029	2.4183468
0.0445087	2.11297430362	43032	2.8661612
0.1150599	6.27931137919	43040	2.4565623
0.1618672	13.0791169737	43041	2.6219162
0.156082	13.6806016562	43042	2.5294577
0.0128408	6.34504425852	43044	2.7203861
0.0775544	2.08484038907	43051	2.9377153
0.1475266	12.4850520624	43053	2.5527773
0.1965328	2.24537750078	43054	2.3544782
0.0396489	1.92882564569	43056	2.8460796
0.1801418	2.14664737701	43058	2.4112835
0.1564358	1.5064566886	43060	2.4158926
0.1646534	2.46726554312	43067	2.4691391
0.0490506	4.7004766635	43068	2.7772125
0.0397737	5.37933295172	43071	2.734173
0.0536143	9.28363815276	43075	2.9859311
0.1026199	6.1450582218	43078	2.3869327
0.2460212	14.2250731259	43087	3.1807325
0.1740459	12.7127685545	43090	2.6808261
0.179039	14.5973499859	43091	3.0382157
0.0519736	2.16161215068	43092	2.8712799
0.0407714	10.8692727773	43093	3.0543703
0.1619586	13.6139115155	43094	2.5741138
0.0597487	9.34319728376	43095	3.1726351
0.0450512	9.4982917448	43106	2.9626019
0.0479364	2.00180610721	43108	2.889692
0.1271185	5.43537698695	43111	3.1786467
0.0625086	9.76275494571	43112	2.9771347
0.0738157	9.79220881369	43113	3.0234622
0.1690589	11.8235808164	43115	2.6412218
0.0538481	9.51475546833	43118	2.9749864
0.1221964	5.20008168486	43119	3.1579942
0.0195064	2.13970400119	43121	2.9194549
0.1830157	7.55491615425	43123	2.573255
0.047659	0.71587209467	43124	2.7810144
0.1685779	1.12764800862	43126	3.1956316
0.0732613	16.0484135358	43139	3.1904855
0.0831139	14.4719971606	43140	2.6150003
0.1721646	13.4116915816	43142	2.5906428
0.1679914	13.5982838284	43144	2.5705345
0.0379604	10.9329136807	43145	3.0529834
0.0637088	8.65481382348	43146	2.959948
0.2044373	10.1430385331	43152	3.1512228
0.0308396	4.97855068285	43153	2.7201763
0.0972875	10.3344873142	43155	2.983596
0.1794094	2.26657618093	43158	2.3790444
0.0331845	2.39617767514	43159	2.9068988
0.0714056	10.1124879415	43160	3.0004153
0.1415385	12.6631476423	43161	2.6894541
0.0728723	10.0505808205	43164	2.9791803
0.144067	12.4569559263	43168	2.6948441
0.1496409	12.8279224912	43169	2.6951602
0.0594699	15.6303573044	43173	3.1638992
0.0737173	10.520423365	43176	3.1346864
0.0644665	16.020930964	43179	3.1427861
0.0757172	9.51083407909	43184	3.1027495
0.0453721	5.32709774578	43188	2.7400862
0.1531693	1.75456212055	43194	3.1371525
0.1613046	1.4233334456	43197	2.384858
0.0570484	9.61704705456	43198	2.9885368
0.0644368	8.62151972781	43206	2.9901992
0.1946601	16.9722856763	43208	3.1121483
0.1388066	12.3572121865	43211	2.6569631
0.1166786	5.06820772111	43214	3.1988919
0.0937314	7.10289982592	43215	2.3513295
0.0921827	6.9760995166	43216	2.3011543
0.094102	7.02285180202	43217	2.2717477
0.0744712	10.3273005059	43218	2.9944725
0.0695856	10.0685732798	43219	2.983929
0.1508303	1.45408232508	43222	2.4335951
0.1460586	12.7599670427	43224	2.6741402
0.0791774	10.1494877633	43228	2.9703255
0.0831426	10.7088039834	43233	2.9716276
0.0877969	10.2722400872	43237	2.9708618
0.0673666	21.7775560603	43242	2.6430627
0.135931	1.27508531037	43243	3.1276904
0.1673862	1.32636678971	43244	3.1398594
0.1395928	9.26980363083	43248	2.7842992
0.1306757	1.20772403678	43252	3.2025571
0.0614818	2.04914481041	43256	2.9271468
0.0971037	6.93444836967	43257	2.3426983
0.0480954	5.38666476848	43258	2.7415831
0.0614805	9.29656170344	43260	3.1659228
0.1207728	6.41318403264	43262	3.1644208
0.0453353	2.07697995411	43263	2.8389623
0.144437	5.27127077456	43267	3.1569737
0.07386	10.6065722872	43269	2.9789484
0.0443506	5.47094676031	43271	2.7475079
0.1571954	2.0459571298	43274	2.4279219
0.0314661	2.56036338256	43279	2.9088157
0.1455318	13.4781188144	43287	2.5733256
0.1420468	5.53544396182	43288	2.2755698
0.0757062	9.0396308184	43291	3.0974444
0.1220819	8.95751220989	43298	2.8117645
0.0991814	6.57461363863	43300	2.348804
0.1493947	2.66001820533	43307	2.3914804
0.1734423	2.38558018978	43315	2.4009264
0.1434102	2.59441433351	43317	2.3877004
0.1229828	8.93537306895	43327	2.7628324
0.1643185	1.50150462728	43335	2.4267293
0.0875306	14.9916219346	43341	2.568967
0.1944193	16.9105279087	43343	3.1099539
0.111604	6.30667456648	43344	2.3927588
0.1663375	11.5458009338	43347	2.5876342
0.1862126	2.20582503544	43348	2.3832666
0.0831127	20.9556376655	43357	1.9238711
0.0529033	2.14094818761	43358	2.930646
0.1531733	3.28733235202	43366	2.4435853
0.0882755	15.0427750638	43367	2.5666751
0.2206939	24.5716783173	43368	2.28716
0.089352	5.01268539395	43373	2.466303
0.0908172	6.64239802299	43385	2.3201184
0.1929263	2.48346098352	43386	2.3906323
0.091879	6.75791606142	43388	2.3054961
0.0955923	6.38966645536	43402	2.4017011
0.0858186	15.0476934815	43411	2.5409268
0.0882461	6.70580148443	43412	2.3830446
0.1397692	13.4577574639	43416	2.5749391
0.0497065	21.9659675332	43419	2.6343347
0.2280174	24.4632436739	43421	2.3109456
0.0891727	6.96701975949	43422	2.3364937
0.0138944	21.6534154255	43423	2.715834
0.0911231	6.79666668314	43446	2.3495656
0.159615	2.28417986496	43448	2.396634
0.0936945	7.18340068042	43454	2.3385835
0.0956709	6.92687005844	43455	2.3560895
0.0599048	9.33070168143	43460	3.1689879
0.0989284	6.70664953478	43463	2.3196404
0.0930753	6.72504739884	43464	2.2974333
0.1641394	13.1301736206	43469	2.6018146
0.1351367	8.9958369355	43471	2.7614797
0.0887966	6.62134995338	43473	2.360095
0.0943156	14.7731466667	43477	2.60203
0.1625099	1.46714427731	43478	2.4140122
0.1484618	1.20191296002	43480	3.2159704
0.0993428	15.3049867845	43491	2.5767989
0.1877271	2.49473023669	43495	2.3583224
0.0901485	6.62604516973	43496	2.2801936
0.132659	1.73383436294	43500	3.0879036
0.1626756	2.67645699815	43501	2.4662546
0.0894766	14.32652555	43504	2.6307915
0.0954112	6.48046795232	43507	2.3812072
0.1358466	13.3221711011	43509	2.5588176
0.1242524	1.52633955775	43511	3.1438974
0.0857121	6.41259593586	43513	2.3312581
0.0701996	10.5967677739	43515	2.9649492
0.0494472	9.30392357992	43519	3.0925205
0.0408501	10.9603767812	43525	3.0718672
0.1209181	6.57878356399	43530	3.1437587
0.1550681	13.3907468984	43531	2.6297248
0.1226916	4.63260253459	43533	2.2871939
0.0802311	10.3551284623	43540	2.974528
0.0697883	8.79197378969	43543	3.1740894
0.1335882	5.14076263792	43544	3.1118128
0.0447747	1.98434898136	43549	2.8723596
0.0750902	20.6645500638	43552	2.795343
0.0819152	10.2248451457	43555	2.9708748
0.1798045	2.37369825784	43557	2.3763252
0.0805891	9.94043659463	43558	3.0823496
0.0723991	10.2576715015	43561	3.0627037
0.1742931	11.6589107043	43566	2.6731236
0.0510677	9.37873555744	43567	3.0820971
0.1612895	13.4822313577	43569	2.7387796
0.2568928	23.4147974142	43570	2.3187221
0.1622621	17.5221094514	43571	2.5419791
0.2429515	22.6375509055	43584	2.3045355
0.1042881	6.43861698555	43586	2.386408
0.1826159	2.49764936177	43588	2.3753529
0.1341842	13.98998563	43595	2.6216922
0.0754832	10.4306340093	43596	3.0711224
0.1404788	13.5650040033	43598	2.6173524
0.0794942	21.048513347	43606	1.9360691
0.1587167	12.7526708214	43607	2.607308
0.0636761	10.8096702441	43613	3.0978908
0.0420745	10.0854493959	43615	2.9794415
0.1762106	4.11593224181	43616	2.7963174
0.1278611	1.21981615949	43618	3.0773317
0.197456	10.1918824673	43625	3.1498271
0.2016496	10.0401535664	43628	3.1474398
0.0957416	9.87167056846	43631	3.0247109
0.1922467	2.31691067695	43633	2.3721639
0.2000844	10.1700120814	43637	3.156192
0.0442621	2.01822572133	43648	2.8956412
0.0985094	7.41865678417	43649	2.3383418
0.1299412	5.17196614552	43657	3.10924
0.1733925	2.47924579141	43660	2.4382214
0.1306791	9.33066684302	43668	2.7746151
0.1739575	2.44570251482	43675	2.4591254
0.0516175	2.00625498077	43691	2.6995797
0.1900168	2.19004562794	43707	2.4159324
0.0650116	9.55012552944	43715	2.986057
0.1601958	11.6698041414	43716	2.6302476
0.0471346	10.0602286575	43718	3.0496141
0.1252187	5.01955856292	43733	3.2099103
0.1317521	8.97108520803	43734	2.7630996
0.1453804	5.25800239538	43740	2.2672963
0.0854118	6.80849559142	43743	2.3485827
0.1855016	2.34741156598	43755	2.4421811
0.1007544	6.67921268062	43760	2.2949128
0.1508622	1.77986451238	43762	3.174123
0.0815574	10.1304838608	43765	3.051853
0.2671541	12.2199844011	43766	2.6501011
0.1351113	4.97847016499	43770	3.1078938
0.0912966	11.6790422515	43774	3.066482
0.1285708	17.1058313053	43775	3.1698223
0.0993424	10.1975293105	43776	3.0249136
0.1455185	12.8166109805	43777	2.6231104
0.1739774	2.35933341372	43778	2.3882629
0.1410432	5.52866293584	43779	2.2334121
0.1427714	5.63738176427	43785	2.2801671
0.173915	17.5146772612	43788	2.6007828
0.2306977	5.12440787083	43791	2.5976439
0.1946162	30.6687523092	43796	2.603151
0.1537215	12.5291916926	43797	2.621384
0.080027	11.5619006932	43800	3.0521631
0.1324639	5.28887799479	43801	3.1045567
0.0618486	11.0799229888	43803	3.035759
0.1122011	6.20229634627	43805	2.4572964
0.1907628	2.32333306908	43810	2.409699
0.1911916	2.25980426708	43811	2.389781
0.1664196	3.95258396894	43817	2.5661475
0.0763031	10.5697282954	43824	2.9991123
0.1331671	5.28757757514	43828	2.7639858
0.1391525	3.50909038576	43830	2.5613913
0.1581891	13.2775439749	43831	2.5791996
0.162872	1.49871909772	43841	2.4212561
0.2567104	8.64499625099	43843	2.7400401
0.0664456	3.65796666466	43846	2.7966328
0.0882892	4.94794310246	43847	2.7474508
0.045856	4.38621836967	43848	2.79616
0.1273886	8.84088064113	43849	2.7821302
0.0924545	6.38851337815	43861	2.2738814
0.0971505	6.99449046071	43862	2.3429357
0.1633052	11.8808250409	43873	2.6544631
0.209681	4.70762259932	43874	2.594454
0.1460583	12.8132205644	43876	2.6838272
0.0420777	2.02814407407	43878	2.9117591
0.1107512	6.43026219809	43882	2.4235441
0.0753963	1.84849342351	43883	2.9368239
0.157436	2.38907253387	43895	2.41129
0.1061579	6.78813273934	43896	2.3805469
0.1606842	2.6539383166	43897	2.4483743
0.1803245	2.29734549725	43898	2.4394705
0.1823487	2.47580482821	43900	2.3899568
0.1551635	2.38665255065	43901	2.4022015
0.1856033	2.39565009276	43905	2.3670619
0.1529413	2.42572834871	43906	2.4278824
0.1906592	4.6982805821	43918	2.5628751
0.1395741	9.4432189564	43920	2.7578064
0.0717203	22.1840482481	43922	2.5701336
0.1755959	13.8389862861	43926	2.5828494
0.0660586	2.15318369685	43929	2.9302636
0.0930244	7.37775661498	43930	2.3503984
0.0848208	16.8113002403	43936	3.164323
0.0915785	6.70312465492	43941	2.3031005
0.1792854	2.41694852592	43951	2.3998987
0.1504519	2.7374935487	43956	2.3928912
0.169392	7.83980267503	43957	2.5538488
0.1530281	2.85760835328	43975	2.4361222
0.1527216	12.6160786607	43987	2.725149
0.1922658	3.9342862123	43990	2.6633629
0.1478695	2.24735572539	44003	3.1302772
0.0814209	10.8941743722	44005	2.9872385
0.1410986	5.33117765155	44009	3.1021181
0.055618	9.12503523966	44011	3.0582587
0.0773366	2.06482531032	44015	2.9503001
0.1651438	11.5240241608	44016	2.6466101
0.1050067	4.88294837354	44017	3.1935669
0.1106877	15.024122892	44021	2.6359693
0.0477364	5.29057544933	44025	2.7620112
0.1515563	13.0555894145	44028	2.6851279
0.2055821	4.97888425695	44044	2.3410802
0.0755484	21.3338189624	44047	1.9157476
0.104705	6.67906846237	44048	2.3213982
0.083768	14.7921267308	44055	2.5561702
0.1468488	5.93905267098	44063	2.2808623
0.0967	6.95539469458	44068	2.2792596
0.1449945	2.85398849406	44080	2.3230613
0.095994	6.38972410928	44081	2.3622843
0.0930809	6.45115807371	44084	2.2690448
0.0887564	6.47030185069	44096	2.3131884
0.1114929	6.7733674697	44097	2.2954418
0.1434659	5.32352425395	44101	2.2620273
0.1410086	5.32569942041	44109	2.2644898
0.1919357	2.30509240463	44111	2.3544766
0.089942	6.88498087101	44126	2.3019335
0.0941275	6.82487189801	44127	2.3414875
0.1438054	5.43286761319	44144	2.274549
0.0954322	6.47520323545	44146	2.3089848
0.0883662	6.58964399036	44147	2.3185688
0.1281914	5.15297577513	44151	2.265737
0.0850147	7.19249624738	44153	2.3176545
0.0922436	7.16083290987	44162	2.3409507
0.1908099	2.71414201554	44177	2.3533049
0.2072517	5.39178673377	44178	2.3858257
0.1887407	2.27194900895	44189	2.3904792
0.1019505	15.0936971629	44194	2.5400332
0.0848507	6.86600556027	44196	2.2998891
0.1624539	13.3664707807	44197	2.6078059
0.1577645	14.0531925888	44206	2.612227
0.142302	13.3625957801	44207	2.5901263
0.1567692	12.5770196229	44213	2.6048138
0.1279123	13.1490659146	44215	2.5838927
0.0736843	14.5154287395	44217	2.5798614
0.1277506	9.08119033031	44222	2.7718146
0.2612962	32.9579787562	44232	2.7614098
0.1503144	13.1411228545	44234	2.6995725
0.1735874	2.49111718319	44238	2.4439565
0.1620215	13.5139792766	44240	2.5350083
0.1326883	9.12259798067	44241	2.7683851
0.0935851	14.343474223	44249	2.5985168
0.0402005	2.32437671056	44251	2.8606304
0.1652264	3.77680179077	44252	2.5882192
0.0564046	1.99681833807	44253	2.854906
0.0392105	22.4734822762	44257	2.5472207
0.1583091	12.9212192862	44258	2.6407934
0.1527018	12.3367131826	44259	2.6948395
0.0909839	15.3807268423	44260	2.5920245
0.1728509	4.01263171372	44266	2.5722414
0.0759434	14.3071952176	44269	2.6229898
0.1463948	13.4221410458	44275	2.5356156
0.0103961	22.0029171839	44276	2.6584246
0.1536647	12.5969270708	44279	2.6140648
0.0745075	14.9721023791	44283	2.6137498
0.1551511	13.329130848	44287	2.6925224
0.0778989	10.8378278552	44288	2.9778816
0.0800032	11.5830078096	44292	2.9985828
0.086294	14.0864241328	44293	2.6341572
0.1630734	11.4033000223	44294	2.688727
0.0696174	10.5758948819	44295	2.994473
0.1721582	13.2378339081	44297	2.6286656
0.1114699	15.2298679282	44298	2.5841847
0.1520414	13.1691129888	44307	2.5428407
0.1335504	9.07043881858	44308	2.7644296
0.1309018	13.6711432558	44309	2.5470688
0.1359733	13.3298138796	44310	2.6202934
0.1625242	3.47771420975	44316	2.5677483
0.1557105	12.8088430581	44317	2.6418855
0.1579452	12.7683855692	44320	2.6865611
0.0334533	21.8146112039	44321	2.6507324
0.1452376	13.1939814087	44323	2.6893369
0.0511475	4.31134640234	44325	2.7672739
0.2023596	4.55373369685	44327	2.5828026
0.1440202	13.318567656	44331	2.69595
0.1589062	11.3977473659	44333	2.6796005
0.1646699	13.5116163034	44335	2.6694243
0.0605722	2.03954165509	44337	2.6973293
0.1346247	13.2798516671	44348	2.684591
0.0942126	11.1587813064	44352	2.9899052
0.1464958	13.4127341515	44354	2.5758244
0.1474087	13.0921169126	44358	2.6883957
0.0095662	6.27535718048	44366	2.7434248
0.1554723	12.7940012337	44367	2.6358885
0.1398061	9.00902269225	44368	2.7421189
0.195443	7.94326170143	44373	2.7774183
0.0724309	2.15733484786	44376	2.8737334
0.1905587	4.41950230917	44379	2.563652
0.0494341	2.07876875862	44383	2.8829505
0.1367195	12.3510652494	44387	2.6822013
0.0632876	10.5266239294	44389	2.9652753
0.0704103	3.89410836507	44392	2.7855161
0.1992108	8.09628271313	44394	2.7953436
0.1072225	14.8890558756	44396	2.6534424
0.0902499	4.99746115068	44400	2.7277307
0.134811	13.3179965267	44401	2.6407525
0.0537104	8.51791817705	44405	2.9969879
0.0472395	4.4182897638	44410	2.7969569
0.1608783	11.5506430454	44414	2.678905
0.0511144	9.89891235898	44417	2.9921198
0.0307569	5.08802964906	44419	2.7343867
0.0726547	3.62439231719	44420	2.7827995
0.1938277	7.95335101105	44421	2.7622152
0.0651043	3.96791281464	44422	2.7323765
0.1587436	13.255680856	44430	2.6895802
0.0981287	16.6573886588	44432	3.19623
0.1533122	2.69848853858	44433	2.724626
0.0465064	5.44563329764	44442	2.7180594
0.1971319	16.9145642149	44443	3.1147463
0.1629221	12.9891008675	44445	2.6965991
0.1647261	13.6896653303	44447	2.5701134
0.0649593	10.483175978	44448	2.9767739
0.1547473	13.1319680613	44455	2.530191
0.0401754	9.22149447672	44456	3.048108
0.1314052	9.28522889652	44461	2.7595944
0.1996125	10.2281346149	44463	3.1655791
0.1712893	3.78036761016	44464	2.5711052
0.1228131	9.17165973386	44467	2.7922355
0.054745	2.03286821257	44469	2.9082856
0.1360804	13.6249888754	44472	2.6717316
0.1649126	1.37966099598	44474	3.2010072
0.0556372	10.4487354557	44476	3.0539762
0.0774338	1.97079618716	44477	2.9256791
0.0902802	14.7668598492	44488	2.5901224
0.0611086	10.0508543076	44489	3.0654035
0.0437547	1.92326481344	44490	2.9014011
0.12251	18.8947967976	44492	3.22026
0.1432182	1.69770463401	44498	3.1016178
0.1124595	5.4337769722	44500	3.1822481
0.1768273	11.6573252827	44504	2.6761449
0.1254751	4.7940005528	44508	3.1496537
0.0750462	9.86323793502	44510	3.0144003
0.2517111	8.85839823495	44512	2.7361837
0.0906041	9.93531776023	44517	3.0582694
0.0807505	10.2109191327	44518	2.9773516
0.1938469	16.895742831	44519	3.132492
0.1138114	11.5491050226	44524	3.0508355
0.0967548	14.6861131953	44526	2.5999315
0.1273362	8.89559327439	44528	2.7897929
0.0923143	10.3135621618	44529	2.9707974
0.171414	13.32987865	44530	2.5807227
0.068008	10.537154685	44532	2.9670424
0.178051	13.4273836202	44536	2.7724822
0.1551502	12.8144545061	44540	2.6772574
0.0877314	11.1271945434	44546	3.0040845
0.0544573	10.9754107859	44548	2.9941649
0.2119226	10.1145773253	44551	3.146537
0.1470282	12.9537643909	44556	2.6555701
0.1599799	1.48042983394	44562	3.1319903
0.1899623	2.27409355848	44567	2.3499665
0.1124093	5.46912793106	44568	3.147367
0.0946772	7.30182484892	44569	2.2744892
0.1451628	12.2341249063	44570	2.6983493
0.0855648	5.14059005641	44578	2.4444637
0.0652833	2.26833653967	44579	2.8939413
0.0600644	9.68432475862	44582	3.0445274
0.1897341	2.29598649563	44584	2.4650533
0.1474715	2.90664107938	44585	2.3065058
0.0172503	6.2193329742	44586	2.7030248
0.0888509	21.1679197655	44588	1.9332314
